Items_Produced,Amount_of_Waste
4835,326.81
3897,253.31
2249,160.3
1504,107.69
767,49.72
3433,251.71
977,55.59
4799,337.52
2683,174.87
1680,103.43
2380,175.68
4777,335.85
1380,119.51
1792,103.57
4821,317.28
3737,280.48
349,15.2
2539,179.33
974,72.9
3242,221.06
4075,280.9
3619,255.24
868,48.48
1855,126.64
1794,139.53
1498,102.1
973,50.67
3864,279.97
3029,222.03
3327,226.16
2213,118.06
1504,108.49
3361,269.76
1423,111.32
4366,294.64
2682,158.68
1005,58.75
3060,223.77
4116,282.59
3476,259.21
294,4.69
3492,228.78
2413,156.57
4903,352.79
4040,281.03
672,38.95
308,33.49
3160,240.15
3047,189.12
3656,271.41
1061,71.25
2473,189.77
2832,200.47
3810,279.36
4677,310.65
237,3.04
2887,199.1
694,25.4
2469,155.74
2912,219.68
4208,272.38
2187,139.24
817,53.83
2520,177.0
316,0.0
3806,258.15
4809,336.93
106,14.88
4212,279.42
571,19.65
3273,211.11
4668,324.87
928,57.34
428,28.27
3344,230.66
798,51.18
3203,220.43
2155,156.29
2374,181.74
318,24.33
2203,161.57
3945,259.54
1795,146.77
4006,288.15
3751,285.64
464,28.74
1850,125.8
4720,310.43
1722,133.11
3042,192.45
1929,137.96
4987,365.06
1903,129.65
4276,297.37
899,92.29
1975,101.77
2126,146.06
2133,133.01
1243,94.97
3402,257.05
2584,163.74
2922,213.4
4587,326.18
3946,288.41
974,61.44
314,38.93
1973,149.06
3771,263.94
2992,206.78
1387,107.93
4410,316.56
3915,268.3
3282,201.31
3974,250.28
1133,96.84
2639,173.42
1451,84.97
1295,89.31
2799,199.39
3869,259.78
1081,44.32
3409,233.22
595,25.08
1637,95.19
4905,355.16
3468,222.39
987,78.9
2468,180.56
3533,246.37
886,80.73
841,73.4
372,2.71
1055,74.82
3540,245.85
287,38.34
3069,185.71
3501,245.75
949,68.53
3744,279.18
2205,157.41
3159,226.84
1399,122.6
3396,232.87
3961,278.22
1695,125.75
564,24.3
902,41.12
4422,314.28
3459,243.34
4924,372.31
437,26.9
4784,341.36
3287,212.83
2460,164.33
4256,321.92
3437,221.73
130,18.52
2422,188.86
2067,142.28
427,13.72
1439,117.77
2868,215.55
489,33.78
4914,351.68
3014,201.76
4900,333.62
1928,135.1
533,37.03
4732,311.24
3433,230.7
4666,308.32
154,23.33
2105,154.33
4432,316.9
3017,168.0
4420,291.59
3707,264.37
2898,221.7
782,60.68
509,45.72
1359,103.44
4659,332.93
2678,186.65
4103,272.61
161,24.38
1640,123.86
3475,249.4
2558,182.8
2741,181.86
431,48.1
4009,253.84
2590,177.77
2916,221.23
775,52.46
255,16.4
4182,281.7
889,88.7
2830,214.29
3505,275.39
2530,173.96
2415,151.28
2456,133.95
2421,188.06
362,29.66
1993,139.34
1805,112.86
972,79.66
1584,110.64
1452,102.99
2268,131.52
2641,204.1
1682,114.35
1788,121.8
541,39.11
4783,345.22
1297,89.61
2485,179.66
4163,268.87
1637,112.52
1876,134.26
3439,236.62
2071,164.8
784,47.68
3297,242.53
1740,120.35
3830,277.17
722,67.38
4699,339.14
374,11.29
4241,304.54
3513,256.37
2952,207.19
2250,155.26
3567,263.88
4151,279.42
2468,165.31
2077,149.97
2850,209.95
4934,341.04
3789,285.91
3567,199.12
1027,63.83
3580,243.19
299,20.74
434,31.85
2956,231.09
4297,275.2
1587,117.3
4586,334.54
3914,284.37
2891,190.24
2193,156.12
3283,231.2
680,44.13
4892,357.37
343,51.58
517,28.73
1930,137.04
952,47.77
4897,340.99
1563,100.39
3034,233.73
138,31.11
817,46.23
4520,312.95
2364,155.19
3728,264.45
4038,293.13
4819,328.16
4343,296.6
3053,234.84
2763,190.83
3689,244.02
2564,185.67
4566,307.78
4948,340.49
1543,106.62
417,22.12
1999,155.55
1749,135.19
3834,274.35
2748,186.3
4398,299.65
1827,136.36
3836,268.96
3550,265.41
500,37.12
1518,108.71
1892,130.56
2480,175.11
2627,184.61
3750,265.73
1534,99.45
2227,139.6
3454,228.81
4965,363.86
915,61.97
2684,181.33
3591,262.02
1334,87.27
4941,343.68
3772,252.46
2315,170.15
3695,246.81
2304,137.53
2268,178.19
3840,262.78
3758,252.76
904,63.16
4434,286.12
317,34.82
4773,317.4
1313,82.79
3968,273.06
3879,264.05
3781,260.68
4038,294.19
4962,365.82
3757,285.91
3667,250.9
2363,159.61
2625,173.33
2088,133.25
2024,130.59
3607,220.32
3693,275.34
3462,215.79
1698,138.96
174,9.73
3828,253.46
164,0.0
4507,322.86
4188,267.96
3369,226.34
663,59.49
160,7.84
1752,114.27
3649,254.14
133,24.68
4814,329.54
2392,169.02
4643,336.27
3182,212.44
2724,181.49
3168,226.75
1464,104.45
765,73.35
2485,164.21
4758,325.99
3693,253.97
2160,133.03
1602,107.4
3310,245.17
2845,185.23
1632,120.13
120,6.36
4511,305.74
3739,255.43
3691,251.45
4567,317.12
3257,226.64
1452,104.57
4688,349.13
616,17.45
3611,238.64
2078,157.35
3042,226.42
1777,125.31
2192,142.45
1858,99.1
4814,341.11
3356,251.43
463,53.03
4480,305.71
526,40.45
661,46.66
4379,285.1
1185,86.29
3271,199.38
2049,139.4
1919,146.51
4391,323.82
1036,70.54
3639,283.24
1135,72.79
465,12.35
2480,186.68
1161,83.63
1944,118.45
2682,186.54
3981,273.34
1491,126.26
2103,158.57
2126,137.97
2265,158.96
2982,199.95
3950,297.1
1473,94.54
3760,251.57
429,14.08
3343,242.85
2568,183.06
1532,96.0
576,28.9
4338,333.96
4429,329.23
3546,248.51
3984,291.99
3325,226.93
1656,116.44
2455,188.02
3221,226.76
2939,188.67
467,22.82
1347,98.49
4175,301.81
3197,244.96
662,32.75
755,59.64
3980,264.65
4247,281.17
926,68.07
2909,186.43
4658,323.77
395,23.66
2291,148.73
4358,316.63
428,24.37
3161,216.51
3767,250.81
2534,210.19
1547,98.44
4890,332.98
4170,296.95
4272,302.0
4627,309.83
2382,124.95
3921,283.53
3627,240.75
1883,139.59
2558,179.3
4524,321.23
3408,235.16
2823,208.41
2889,181.65
2895,193.48
2186,131.68
1948,123.6
263,2.78
1738,126.67
4344,272.53
2930,209.11
3985,301.14
4283,311.09
780,36.2
3307,238.41
4089,301.63
405,24.82
338,44.5
3461,245.07
439,41.14
4215,285.87
1961,142.25
2758,188.64
1788,126.37
4164,299.06
2590,168.46
2328,162.31
4339,334.38
1879,147.18
3721,268.2
4141,292.26
3396,252.05
2291,152.65
1487,114.4
2896,187.0
3479,233.99
718,45.1
1937,157.61
875,82.75
2604,187.33
4123,281.76
2082,139.22
4466,330.01
3159,220.83
2408,177.69
4705,336.48
4518,347.55
2166,142.47
1538,111.56
2968,192.77
2725,187.35
2268,163.18
1384,106.98
457,15.53
3585,259.52
4244,282.33
2205,148.35
1525,112.7
2252,133.59
905,57.47
3071,220.35
1691,115.95
997,67.35
1283,104.27
623,28.52
3395,221.06
1938,120.21
2448,184.99
2418,162.29
2925,220.85
946,77.17
978,79.41
1391,87.77
584,32.01
2438,209.63
1773,143.24
1294,115.86
3330,206.35
4098,285.57
3575,264.76
3166,237.23
560,54.9
1032,82.43
4061,290.63
1100,85.0
763,65.45
1880,127.33
2462,191.66
571,54.54
3244,227.0
429,32.05
4145,287.16
185,0.0
3103,223.73
3110,241.67
3959,268.43
2096,160.86
3597,268.4
4245,303.76
259,9.94
3598,256.39
4483,297.02
4300,287.15
3694,269.62
2159,157.67
1400,79.63
2797,172.04
1260,110.68
2543,181.13
4920,338.4
3338,226.46
1359,103.85
4522,318.82
1969,139.35
4164,260.94
1344,118.25
2421,189.94
2155,154.3
3826,284.48
4714,360.21
597,36.4
135,8.38
3979,279.14
3248,209.68
1356,78.76
3551,255.92
4309,305.57
4039,312.74
3002,215.03
3350,265.07
4346,277.39
4369,295.41
2119,150.42
2915,221.18
4703,324.72
1236,98.75
3047,233.4
4701,349.85
1157,111.79
4113,265.6
1416,93.03
3959,309.49
3654,244.19
3840,259.79
3079,215.25
2371,190.56
104,0.0
2972,188.83
2777,184.88
2713,209.83
3429,245.49
1051,36.87
523,38.3
4423,306.24
2532,187.58
4457,312.97
2987,212.55
2507,174.79
4271,284.78
4073,289.25
2632,174.81
2579,181.85
4709,358.04
2094,136.75
2541,176.07
3269,226.88
845,47.28
1251,101.24
4782,339.74
1057,89.5
4055,250.62
2155,165.64
195,15.41
1815,133.54
4546,315.78
1626,102.58
4737,337.04
2834,189.62
1436,100.35
2381,169.64
4491,313.62
2395,159.88
173,26.24
457,17.82
1239,69.18
4293,275.68
852,26.59
505,32.6
1069,69.22
622,6.19
927,65.59
3443,252.35
2301,152.23
4950,345.14
1047,79.94
3768,254.7
4946,344.48
4532,324.08
4245,295.9
2002,143.5
3469,244.73
2228,163.8
4761,310.08
427,32.44
1633,121.46
3474,247.91
3453,262.8
4685,313.15
517,33.05
4577,346.9
4082,298.71
868,48.66
1231,80.94
4619,312.33
2861,184.57
2751,175.19
1525,104.18
1483,90.72
1510,121.22
2830,197.42
401,24.95
1843,137.03
2687,187.64
4516,324.53
2159,148.97
4547,306.32
3423,227.21
1610,78.04
3912,281.51
760,29.22
4450,302.25
4433,316.37
621,20.1
2095,150.8
2594,169.25
1686,125.84
1406,101.15
1141,66.42
3608,272.79
2651,211.55
4654,314.33
4840,339.74
904,68.68
2378,188.7
1924,109.52
2825,208.37
1808,114.52
1258,82.32
1647,118.4
2983,217.35
1789,139.08
4589,306.18
2556,185.71
4547,330.2
4131,275.55
3726,250.14
4851,336.24
4438,297.29
3104,213.12
1574,110.01
995,75.26
2569,195.72
910,51.89
2915,198.35
4552,327.91
2869,233.86
3295,230.31
1521,111.77
4259,301.54
3106,214.06
3135,211.32
2196,164.86
1579,145.65
2652,200.08
3509,246.47
3066,210.43
730,56.47
3545,249.65
1539,104.74
3987,266.11
797,62.79
251,43.96
4537,322.6
4411,293.23
2411,159.86
200,47.32
4324,290.19
864,78.62
4497,302.4
2931,196.19
130,27.85
4328,309.52
1259,88.43
3054,204.68
4902,362.32
2180,143.15
2791,179.12
2646,193.14
593,31.87
2461,168.49
3103,239.84
3022,186.08
4678,325.58
4788,342.81
1219,84.64
2685,167.58
515,24.78
3232,238.97
1601,120.02
1780,112.38
4020,311.15
2112,151.19
4977,365.4
4464,305.16
4485,341.73
1123,65.32
832,75.56
142,0.0
4676,347.93
4623,328.14
3136,216.7
2692,184.3
357,25.96
389,0.0
2113,141.08
4642,339.76
4065,303.27
2873,185.37
4774,354.45
1331,71.5
4594,330.25
3288,234.49
3222,217.99
4082,309.66
1470,98.55
3754,285.72
3874,274.14
2072,139.03
2289,176.16
752,37.06
3383,246.39
2186,168.09
1971,123.84
4383,312.42
1540,119.55
1476,117.82
861,65.81
1645,128.63
4003,292.83
944,62.79
2150,143.0
799,57.86
3258,228.72
3069,215.23
3380,253.17
4416,304.25
4355,292.51
1995,159.52
1413,109.72
970,63.52
1090,55.44
2648,203.38
393,17.34
3256,211.94
761,78.68
4376,321.18
3767,263.66
4665,330.03
4069,290.31
1322,88.52
1929,147.7
1436,122.72
4996,364.44
3092,214.73
2111,149.88
3967,265.66
4961,356.71
1314,64.9
1817,128.58
233,2.7
545,27.0
1671,117.27
1241,79.19
3318,226.67
2053,116.54
3179,219.44
1804,167.29
210,26.44
982,71.5
3417,236.35
249,0.0
4793,339.21
885,71.3
2254,175.82
3707,239.73
1350,110.52
1318,105.33
1468,67.48
1719,98.86
3210,204.25
188,29.96
2336,162.64
1985,138.08
655,67.29
331,15.47
4991,352.24
2433,151.18
3222,236.21
2101,149.8
1559,116.25
2010,152.46
584,44.38
2033,134.72
3910,296.74
2969,229.07
276,22.83
3155,216.76
927,87.68
356,32.09
662,56.12
677,59.03
4564,318.14
3111,198.36
1222,61.07
801,43.87
1802,139.43
2894,212.7
3576,259.63
1720,108.47
989,90.68
327,60.78
114,0.0
228,11.13
1792,111.61
1217,77.53
4951,335.03
1502,74.36
2985,234.53
786,58.46
1050,74.76
629,50.11
3626,206.99
1215,77.95
2590,179.57
3461,260.4
2445,172.72
1726,146.12
1574,133.51
4586,305.12
3146,216.04
3172,228.14
1521,93.43
854,50.32
3276,227.87
3389,235.04
505,23.04
3783,258.48
2439,175.96
3409,237.53
2547,163.16
1314,116.32
3433,285.11
779,69.5
3671,257.09
3480,237.5
3917,272.78
2494,174.39
4311,300.81
2141,154.63
3998,288.72
4133,315.43
971,77.06
2107,139.7
3755,249.95
3626,257.37
4530,315.56
2078,167.55
2641,195.46
1708,106.65
1797,122.39
4608,311.47
2737,218.3
477,21.89
1602,93.29
800,48.79
2398,148.44
4681,308.5
982,76.02
4746,333.27
3792,299.71
4963,380.81
190,16.78
4742,344.27
1706,116.71
2422,185.03
1293,90.94
1059,68.44
3946,266.82
4625,321.42
3715,260.73
2041,158.43
3393,238.21
4145,272.65
934,87.16
1964,138.87
1943,150.49
353,0.0
3663,238.13
3900,232.75
3409,227.97
3595,264.32
4255,301.07
1613,115.68
4856,364.19
1567,115.15
1830,128.41
2113,126.65
4774,349.59
1405,134.13
557,9.73
1120,82.3
4509,308.45
881,41.38
4461,300.72
3308,223.15
1838,121.16
2249,148.35
1299,91.49
1929,123.98
4620,334.61
2702,177.18
2000,138.12
2097,180.64
1385,88.87
3149,205.23
4273,279.93
4211,275.17
3555,233.9
2969,193.45
1179,99.66
200,0.0
798,43.56
2358,187.15
4150,276.79
4019,285.02
3265,238.78
3611,216.53
2923,232.5
600,2.73
2070,115.99
2944,199.54
1009,68.02
2901,220.13
839,72.43
967,56.75
1904,144.43
3311,252.54
2925,225.14
1295,94.5
1822,122.07
2539,176.72
782,93.75
2771,193.21
956,58.54
1072,69.48
1702,134.38
812,61.82
523,54.9
3245,216.7
913,40.42
3638,268.0
2239,160.81
3243,214.51
331,43.43
2283,170.96
286,0.0
2183,149.67
4035,271.95
2640,193.18
4795,330.0
115,0.0
4762,338.43
761,75.43
3796,266.57
3682,260.36
495,20.47
2603,170.96
1644,125.05
4791,336.76
1659,127.53
4755,311.34
1385,116.27
2083,153.28
3770,284.65
1483,103.35
498,47.56
2433,190.24
2942,234.38
4421,334.45
1240,95.88
1901,136.49
556,25.86
2865,180.54
3812,233.83
2733,176.94
140,7.37
3261,198.19
1038,56.8
4608,329.08
1632,103.79
3372,243.31
2952,210.44
607,46.81
2141,154.46
2297,164.65
1723,123.66
1346,81.88
2336,163.94
2538,195.05
1350,97.85
702,63.75
1231,106.53
2317,167.42
2885,214.1
4060,289.04
3983,276.1
3945,285.17
3175,228.07
2530,184.41
330,0.91
1649,102.2
4071,267.16
3421,247.59
1246,99.85
3797,275.53
3333,227.98
253,30.31
3918,264.89
3146,223.31
411,37.83
2015,143.5
2002,150.6
1326,90.95
1510,116.38
1501,93.73
1594,99.67
3005,210.79
3633,235.13
3425,262.19
744,55.54
1073,83.44
4207,290.54
2241,164.57
119,18.6
4582,319.79
1412,90.37
4853,322.65
686,63.53
1533,84.09
2154,146.18
2918,189.57
856,54.2
2676,186.28
2516,175.87
1225,87.41
4396,295.61
1716,130.14
1738,103.94
4661,314.79
4445,309.87
3941,309.24
225,23.1
4506,291.22
3698,264.55
2376,165.27
296,14.6
3010,202.44
1996,142.78
1940,132.21
1442,110.43
3400,218.42
390,9.21
1816,130.14
2367,169.78
4197,307.01
3655,242.68
4375,293.23
981,46.69
3158,222.4
2334,146.05
1510,114.54
363,40.6
3211,247.57
129,0.0
1300,100.85
727,83.29
4298,295.31
2420,177.16
1096,67.55
735,37.21
3194,218.98
4322,303.23
2430,173.69
2844,204.2
118,24.91
2269,160.12
4996,336.79
4448,312.88
3915,260.31
2355,206.09
1308,75.96
2845,218.85
1057,81.86
3467,240.2
3217,247.9
1239,78.98
1374,84.75
2580,170.3
152,27.13
4844,338.99
940,87.61
4988,351.28
1204,108.95
1557,106.48
4522,328.04
392,19.14
2570,170.54
1819,137.44
4789,343.64
1748,128.81
4764,325.61
2679,197.65
3996,279.87
2008,133.93
209,19.69
2734,187.29
4759,340.36
4553,304.5
2756,187.78
3683,264.05
948,46.18
1226,87.7
4473,291.64
1174,90.25
3553,257.69
4914,314.82
4041,277.92
228,3.1
3250,241.72
4749,305.77
1984,109.93
504,54.33
3250,232.87
3654,269.53
2801,200.72
1650,135.52
278,0.0
822,35.56
1846,137.01
2456,165.08
2170,157.83
3847,275.42
1781,146.61
1936,144.67
4650,325.08
2236,168.92
1359,80.85
2320,130.61
1130,78.8
2856,232.43
4556,328.87
1851,107.68
1207,85.96
2360,199.02
3885,270.83
476,29.94
1594,96.1
3473,239.5
690,27.88
1900,125.19
3518,277.65
2467,152.94
3805,273.63
4639,354.9
3967,283.24
2396,185.38
1941,124.61
4460,299.09
856,61.31
597,30.46
730,42.12
3165,226.55
1742,142.13
2115,146.08
3363,246.38
4700,357.61
4507,281.74
1450,108.89
4072,258.91
1589,103.3
2731,208.2
4885,362.59
1322,82.79
2235,143.92
1465,105.02
1015,100.12
3561,256.45
227,34.32
235,22.61
4451,287.29
2780,205.72
397,18.03
3903,268.83
4983,325.42
3264,217.51
227,13.89
424,8.25
3695,232.9
1364,110.92
2586,175.41
916,61.87
3669,257.21
2355,151.73
559,64.14
3163,235.0
4426,326.46
1930,148.25
4723,346.98
2152,165.3
1757,121.62
4366,299.0
2640,169.27
1180,72.86
3268,242.57
887,46.96
841,70.87
1811,128.73
613,43.63
2287,157.55
522,3.77
2712,177.09
4869,337.63
3788,263.19
4357,312.83
116,15.86
4225,275.66
954,45.16
2355,175.98
2429,158.68
3603,269.98
1746,119.72
3467,258.58
1794,120.24
913,62.18
2056,156.11
1881,112.76
455,22.2
3060,242.56
4171,285.49
3918,271.99
2784,195.1
3649,265.2
3239,237.27
4405,302.99
766,59.94
4674,315.75
1116,83.31
4683,319.17
2287,180.07
3327,262.1
3795,237.83
3271,256.92
381,23.68
4436,325.61
624,57.87
1614,87.67
4492,310.24
3459,220.29
1608,91.15
4827,359.46
4817,349.8
3526,221.26
1715,97.8
2150,165.43
609,57.46
2754,199.2
421,30.11
2233,144.98
3675,253.45
1278,95.73
563,37.9
4177,293.04
3245,261.81
4299,295.57
3990,259.73
1054,76.18
158,10.43
4274,293.36
2299,153.88
240,0.07
3753,265.31
1065,92.7
195,17.01
312,15.38
3960,268.83
3225,224.84
4921,353.36
3358,240.17
4901,346.41
4164,273.78
2916,225.59
1303,88.14
376,55.26
1311,100.34
2783,163.89
173,0.0
239,24.0
570,26.79
2263,152.47
2095,140.43
4147,243.16
538,40.74
2725,195.57
2793,227.97
4961,341.56
1529,104.65
594,36.7
2220,194.45
260,21.72
3940,268.39
733,51.65
2468,168.63
2474,168.64
4104,277.34
3490,256.89
3735,254.78
3119,213.38
1283,90.02
535,38.53
2688,207.31
1590,106.36
3108,217.69
4124,278.62
4735,333.8
501,36.94
3409,235.08
1826,121.9
4736,294.51
770,36.85
962,53.08
591,53.47
2233,148.02
2597,204.02
4881,341.51
374,32.06
2794,201.71
1805,108.26
3571,254.51
398,6.29
4302,315.58
1335,82.67
3932,284.89
1511,95.59
2418,172.85
654,36.57
3457,257.0
906,62.84
206,21.28
4209,286.14
3881,266.16
2745,191.69
4981,350.92
3473,224.58
1863,147.71
1455,107.55
4384,284.99
3010,204.02
2212,118.08
2556,163.29
2646,199.98
1923,136.56
2579,162.56
3644,260.21
2101,135.86
134,0.0
1725,128.15
597,29.7
3146,211.34
945,61.31
4985,359.38
3887,284.29
4484,310.65
856,56.07
3428,241.86
2751,176.3
166,11.4
2004,137.64
3251,210.77
1557,104.15
225,29.14
4611,306.72
2532,188.11
3626,239.81
4114,284.46
1057,79.59
1815,113.7
1749,116.4
2215,163.97
4327,308.54
3996,288.81
2664,194.06
4506,323.97
540,41.8
346,23.81
4746,359.65
179,33.76
460,66.96
3086,213.8
3882,269.85
4717,308.43
990,42.85
4533,312.06
4224,319.68
3427,254.57
4962,342.25
720,56.97
1700,103.74
594,50.7
3698,260.2
118,27.9
2175,153.34
3524,198.08
1906,130.69
4017,278.69
4233,294.81
2435,141.71
2865,232.75
2360,167.1
4923,341.73
1847,121.53
4593,313.23
2277,137.59
2158,169.0
119,8.8
3727,262.53
2164,168.45
2392,160.64
4390,327.51
3303,224.61
4889,330.84
2376,161.53
766,51.79
2771,211.69
4930,349.45
352,30.42
813,38.71
1447,104.05
1071,50.86
2621,173.74
2821,198.22
1424,80.53
1964,172.25
4050,276.2
1429,118.07
3461,255.58
4249,308.57
1305,98.67
3585,236.78
1176,90.97
3323,231.41
3477,215.78
1552,118.29
2137,147.33
1622,87.81
1168,116.59
3633,281.37
1109,83.95
1157,86.67
2286,162.59
4112,254.73
4244,304.9
3094,221.99
3498,251.66
1222,75.9
2379,164.11
4129,293.1
3209,222.37
2964,207.43
1941,141.26
1234,91.45
727,54.29
2032,148.35
4217,279.67
924,56.85
4536,300.11
1996,129.37
4396,306.45
3176,207.67
3769,294.44
1948,161.13
2237,136.86
2316,162.6
824,82.96
3610,242.48
3397,248.46
4740,354.99
397,33.67
442,47.64
2027,122.17
3766,255.53
3549,247.65
3672,254.97
861,75.96
994,74.53
4353,305.9
3792,235.74
4023,279.03
3519,228.37
3245,216.08
1393,90.76
1444,110.67
624,43.47
2492,197.05
251,29.08
2732,185.68
649,23.89
3991,276.51
3497,260.27
3170,208.99
2256,150.67
1158,70.23
823,59.68
3635,246.5
3959,268.79
1365,93.76
278,19.18
4828,345.32
4399,307.35
1988,159.4
729,48.12
476,5.99
3327,227.57
2599,173.03
2578,187.91
2003,146.28
3704,263.98
403,39.1
2607,191.42
1313,108.45
179,21.95
4271,300.14
3500,261.58
139,16.76
3883,279.85
3429,230.71
4373,292.73
994,65.64
210,29.02
1240,84.91
4161,283.71
2867,192.48
3731,279.47
702,26.57
2436,152.62
3069,199.21
2609,173.92
4723,338.76
4216,286.51
1054,51.81
3306,242.62
3133,226.21
1845,149.57
612,77.96
4414,302.15
3947,292.35
959,54.08
3017,216.14
1401,75.03
3447,242.49
817,75.44
3078,248.51
2828,199.61
4157,275.65
265,37.36
2354,178.04
344,28.79
3663,249.49
2519,163.15
4038,285.07
820,64.47
4311,298.96
1090,81.07
4965,349.14
4709,355.1
4105,300.07
3208,253.5
830,45.41
3678,267.43
1147,80.44
2187,159.79
1991,132.79
2031,128.43
1239,71.5
4055,300.54
4222,288.68
4841,344.02
1662,88.1
1393,88.76
4985,353.16
532,29.74
3703,249.82
2534,188.2
227,12.82
4531,320.91
1068,73.44
788,66.99
3011,191.0
3966,294.48
830,67.33
1509,112.89
633,53.78
4773,319.42
403,32.43
2328,169.06
4171,282.28
650,56.02
4717,330.67
1032,91.85
4980,359.04
4582,330.96
440,23.27
4015,303.81
4382,308.9
4947,343.97
1864,143.9
4624,316.08
652,68.6
4902,378.73
4584,299.45
3589,278.63
546,41.28
240,2.91
2748,174.11
4448,276.34
565,23.82
928,69.37
3920,262.46
998,55.22
579,28.62
4725,327.12
2819,190.16
1603,102.15
448,47.4
2440,189.11
2246,115.89
763,52.87
2587,181.18
3142,191.67
4427,304.37
4401,303.53
3104,225.99
3838,259.61
143,0.0
737,74.13
3558,244.24
1542,101.56
1317,68.46
1082,70.03
3316,237.56
1260,85.94
1670,100.93
623,38.36
2982,204.08
1736,119.96
319,44.43
1092,88.13
328,40.3
3615,220.37
3714,255.85
435,35.7
599,34.28
838,48.03
3756,269.03
826,53.25
1288,87.94
3893,281.61
359,65.65
365,23.26
894,73.2
210,28.85
2405,186.32
2714,182.38
2727,198.87
523,41.8
4036,276.73
3660,252.65
2795,197.28
2418,154.92
3232,228.5
4576,322.42
4945,332.23
2625,178.72
3024,223.74
2811,179.7
119,25.28
2714,205.75
4200,297.6
4714,340.44
1765,127.15
4957,332.39
1200,73.96
2168,148.91
1126,91.25
792,40.68
4081,304.97
736,31.35
2712,192.57
930,77.44
2585,178.94
3243,232.81
4160,257.41
893,66.98
517,21.96
1861,102.28
4805,325.31
104,36.23
3640,266.36
4670,342.87
4411,324.18
2954,197.97
3435,249.85
519,56.87
3778,264.86
4047,262.78
4452,305.99
2688,187.6
186,29.74
4942,317.71
2037,143.26
4060,280.22
3891,278.2
1095,77.09
3970,283.76
3550,247.64
2155,140.54
2169,145.1
176,13.46
4992,332.04
4275,309.95
3821,273.57
4113,274.33
1413,102.58
4484,317.37
1859,133.26
4594,290.99
4063,306.54
3452,267.56
2780,179.75
4899,333.8
4214,312.8
148,33.54
1867,120.79
502,42.96
4547,321.89
830,47.72
3450,260.86
4763,322.49
3928,273.84
4172,269.62
2037,134.82
966,75.15
1776,149.76
2981,211.24
2553,188.1
3810,276.17
2282,168.16
751,45.55
448,22.92
4947,297.17
1259,90.65
2800,194.94
452,40.58
3048,232.11
4775,329.61
2013,154.87
492,24.82
4726,322.64
3364,213.52
4430,309.25
935,78.44
565,36.84
1846,138.8
2175,154.64
2112,144.1
2665,198.94
894,50.03
2515,181.93
2705,190.29
3175,236.05
2490,171.71
3585,240.32
2192,160.15
2973,221.58
2721,211.25
665,46.01
3963,283.48
3246,253.73
1537,114.61
3901,296.57
3507,267.49
2588,203.98
2328,158.9
4833,327.87
4305,308.62
1508,80.99
1423,108.5
2414,148.1
2991,213.74
2847,194.94
946,61.09
3361,222.6
3039,214.8
4379,333.54
1070,77.28
3814,290.28
1509,109.13
4367,292.31
694,49.23
3011,192.52
3258,245.98
4111,290.71
2136,149.64
1136,91.62
1162,72.85
4584,333.21
2923,206.52
4374,310.02
4883,349.16
1931,138.74
1807,124.94
3648,254.48
1176,89.22
3255,228.05
2216,141.12
3114,217.58
2945,190.33
234,49.4
1886,153.02
302,48.4
4484,308.41
935,70.02
4502,307.87
3686,282.44
4347,298.34
2170,154.46
3734,266.1
2974,230.87
141,22.49
3307,231.7
381,52.36
437,33.57
2275,177.62
1039,56.43
915,92.31
2924,204.99
4705,338.75
2542,167.95
589,25.45
187,16.12
4603,330.12
1155,66.08
4228,297.12
1995,107.87
564,28.42
3261,222.24
4880,312.17
4100,295.44
2341,196.14
4472,327.77
4538,303.29
4857,339.93
2980,211.0
387,29.98
2681,188.68
4264,295.69
3936,266.93
2583,191.11
2427,191.35
4700,320.47
4164,273.89
2495,191.28
3858,270.71
3512,224.54
4886,333.19
2102,170.69
4768,332.71
3675,269.45
693,24.22
2319,150.8
2906,223.67
4655,324.68
340,36.2
1668,131.98
882,61.28
2144,152.41
1071,65.6
1301,60.08
1756,141.77
2757,219.94
4719,320.62
385,55.42
1902,145.78
4268,267.7
3215,205.99
4369,266.05
1706,129.75
2594,174.34
2173,148.42
1406,92.44
2442,171.44
488,43.4
1608,130.22
3884,262.21
1857,113.64
3719,267.65
612,39.47
1175,84.67
4971,362.54
3940,266.67
4013,248.44
1033,67.7
414,71.06
2470,171.98
589,30.45
4458,309.58
133,20.7
2957,193.59
3289,272.73
4931,331.82
1539,96.38
4136,318.06
3696,267.75
4557,348.73
1775,149.24
3768,276.0
264,0.0
1555,101.36
2061,128.71
4346,297.88
4692,314.83
1343,82.3
2381,187.83
1910,147.89
1667,94.2
749,59.44
2997,185.61
4943,349.81
3529,232.91
1949,130.76
2388,149.73
3603,263.04
531,27.52
634,41.09
1789,110.69
971,61.6
1235,90.91
1112,70.6
861,31.79
4218,306.36
3093,226.64
281,13.08
1691,130.48
4522,310.71
2671,169.64
858,66.79
1785,143.51
2036,147.78
2224,168.53
457,26.32
275,17.82
1329,113.07
4906,357.15
4757,347.37
1310,85.22
1066,72.61
3646,259.63
2932,188.73
1489,78.38
1966,150.74
3820,247.52
3494,242.32
4059,296.85
1744,114.81
1779,116.89
224,30.1
4254,311.44
312,45.87
4476,311.1
1512,76.8
1889,133.84
579,41.3
2888,185.04
247,23.08
1476,85.5
2247,183.9
4995,341.29
1487,68.91
1296,100.24
2787,206.86
3948,263.79
763,34.27
336,51.02
1114,113.72
926,78.75
