month,total_revenue
6,94150.34
7,111908.23
8,121371.75
9,144221.18
10,140260.77
11,168743.6
12,170637.75
1,6087.35
2,24952.55
3,37463.52
4,55616.03
5,73286.8
6,96697.24
7,102430.73
8,107314.99
9,144120.54
10,143303.28
11,164530.24
12,183572.29
1,16596.88
2,38753.44
3,48832.03
4,53109.52
5,92428.5
6,91554.67
7,103821.28
8,127711.4
9,136995.61
10,153193.83
11,184937.47
12,177799.03
1,12457.91
2,30932.63
3,53572.13
4,47947.73
5,59275.55
6,85303.08
7,91928.62
8,116601.35
9,139020.0
10,142874.01
11,153585.39
12,180554.7
1,21900.35
2,16440.21
3,51561.86
4,66538.45
5,82632.68
6,99747.84
7,122616.11
8,117151.26
9,135876.57
10,146668.49
11,165015.81
12,192262.99
1,4239.88
2,23111.6
3,56017.45
4,68160.29
5,72094.95
6,96835.22
7,107729.73
8,132002.2
9,135596.08
10,158205.06
11,186136.1
12,184784.79
1,15394.63
2,35779.58
3,42077.75
4,79103.74
5,76440.57
6,87816.53
7,98314.49
8,128777.76
9,141937.5
10,146021.17
11,169611.61
12,167931.55
1,16479.76
2,33622.05
3,58658.64
4,53833.45
5,64773.18
6,82836.58
7,94307.45
8,130693.26
9,147389.11
10,152561.73
11,174770.36
12,181071.67
1,14239.11
2,27335.7
3,42516.87
4,47617.59
5,77114.04
6,89677.33
7,110962.89
8,120748.19
9,133698.37
10,143030.46
11,165577.23
12,185905.9
1,5853.29
2,30699.79
3,46864.34
4,54255.48
5,70297.15
6,91844.89
7,95932.63
8,122799.39
9,127837.17
10,158502.83
11,183702.62
12,173113.95
1,19273.66
2,24186.06
3,53327.63
4,49877.93
5,78844.69
6,83016.09
7,103344.12
8,111751.8
9,141578.8
10,143304.16
11,169415.71
12,177247.22
1,14084.22
2,31182.05
3,38905.4
4,61682.94
5,87242.68
6,83775.24
7,114374.48
8,131984.78
9,128470.76
10,138359.56
11,167415.69
12,175620.74
1,29948.83
2,30278.46
3,38582.4
4,50822.72
5,83719.24
6,85430.53
7,105350.63
8,127646.42
9,131125.93
10,149632.57
11,164867.45
12,185466.6
1,19725.95
2,28239.09
3,45509.19
4,57025.77
5,63179.1
6,92060.81
7,120137.53
8,112930.25
9,128815.76
10,143034.18
11,170796.73
12,183587.88
1,13731.7
2,22655.85
3,45739.01
4,47483.02
5,76147.41
6,96972.2
7,94990.41
8,107739.85
9,147635.5
10,145105.92
11,174087.58
12,178768.02
1,13704.36
2,33507.3
3,37928.01
4,61059.98
5,71948.08
6,79436.05
7,107699.86
8,117893.54
9,133743.8
10,140318.71
11,177731.2
12,187013.71
1,22713.25
2,27556.44
3,31166.54
4,75623.34
5,74511.22
6,84009.6
7,108334.41
8,129336.97
9,134815.6
10,160228.6
11,173664.0
12,171388.95
1,9609.68
2,37660.3
3,23299.1
4,58804.35
5,63553.35
6,86187.57
7,102609.44
8,117134.04
9,130581.91
10,141222.85
11,183335.29
12,194939.7
1,5703.47
2,42656.93
3,41804.28
4,61033.5
5,74493.81
6,84722.01
7,112870.82
8,121007.09
9,131187.59
10,139563.28
11,157851.24
12,166868.96
1,15097.79
2,20426.68
3,42875.52
4,70960.81
5,84594.4
6,89741.78
7,104303.32
8,135039.0
9,139166.05
10,147377.55
11,153591.86
12,183150.99
1,21634.59
2,24946.79
3,47329.62
4,57091.41
5,73527.74
6,70097.42
7,103225.75
8,127754.95
9,129948.78
10,150420.21
11,158952.39
12,182883.53
1,13267.81
2,22486.07
3,55660.41
4,67431.46
5,70160.75
6,93982.31
7,109299.3
8,125138.41
9,121445.95
10,158052.85
11,160442.41
12,177137.38
1,36103.05
2,32414.99
3,41909.42
4,42357.65
5,86118.11
6,79238.32
7,96972.49
8,117349.18
9,146331.29
10,156185.92
11,163737.3
12,182466.34
1,10196.91
2,31117.23
3,45586.69
4,67750.16
5,82737.42
6,93951.82
7,102101.22
8,125934.58
9,134264.25
10,141344.69
11,161773.7
12,180676.22
1,22281.73
2,28531.77
3,35326.41
4,60453.93
5,75907.65
6,91486.7
7,112358.97
8,128151.39
9,130246.31
10,145070.85
11,156678.41
12,185590.53
1,26590.56
2,27479.34
3,43068.56
4,71734.26
5,79044.46
6,93489.89
7,95472.67
8,125429.82
9,127566.91
10,140927.84
11,162225.83
12,175313.66
1,13227.2
2,18472.15
3,52670.53
4,69021.49
5,59421.26
6,97827.66
7,98515.77
8,126855.8
9,134452.43
10,150230.2
11,163519.22
12,189697.03
1,5083.3
2,34862.72
3,53810.64
4,65730.72
5,93597.59
6,85768.43
7,112658.44
8,119151.27
9,144867.25
10,149938.49
11,161896.99
12,190448.58
1,11067.5
2,18698.19
3,40865.22
4,64952.26
5,86136.31
6,90889.04
7,115545.58
8,109134.6
9,131453.89
10,147691.4
11,164083.52
12,180672.76
1,20527.29
2,26441.55
3,46112.23
4,59639.02
5,67592.88
6,89090.67
7,103850.72
8,118679.36
9,135254.08
10,150605.39
11,161541.64
12,190181.72
1,5644.15
2,24232.24
3,67239.71
4,51696.07
5,64169.96
6,95875.81
7,88383.04
8,118117.81
9,152166.6
10,137640.51
11,149144.28
12,168006.55
1,22186.88
2,38998.21
3,40899.29
4,65465.7
5,86122.04
6,104298.77
7,103029.32
8,101588.23
9,128432.97
10,146585.57
11,162928.49
12,178497.12
1,23951.16
2,40195.43
3,43626.61
4,68787.88
5,77861.29
6,90516.05
7,112252.35
8,120578.02
9,151462.49
10,138492.71
11,160878.63
12,178987.85
1,18515.62
2,40143.68
3,44804.81
4,48622.16
5,81740.11
6,96039.67
7,89465.13
8,119969.57
9,122278.87
10,144682.79
11,157777.53
12,186474.12
1,15934.64
2,19715.27
3,52040.53
4,48529.55
5,77640.91
6,83487.91
7,102074.58
8,124034.17
9,139171.6
10,160695.75
11,164341.97
12,182451.61
1,11498.1
2,31455.92
3,48515.89
4,59213.52
5,60570.0
6,92651.77
7,107916.49
8,114558.61
9,124724.9
10,161807.03
11,168931.56
12,178167.35
1,5903.74
2,23425.48
3,55420.72
4,61101.3
5,70595.3
6,94077.51
7,98484.81
8,132006.74
9,145822.4
10,146267.41
11,159970.64
12,159054.93
1,3147.35
2,19284.24
3,46081.52
4,57390.13
5,64237.32
6,87750.69
7,109042.7
8,124222.71
9,119802.64
10,148973.89
11,153933.27
12,187213.83
1,21273.17
2,22815.78
3,38871.64
4,56309.86
5,56977.65
6,92687.75
7,102817.24
8,127761.4
9,126212.73
10,145047.02
11,152947.8
12,171965.68
1,5544.14
2,37967.79
3,39413.91
4,60993.41
5,71953.89
6,79844.28
7,103653.6
8,124792.83
9,125337.92
10,156472.9
11,158202.23
12,176136.13
1,19245.46
2,24692.51
3,45300.6
4,57482.47
5,76034.94
6,70954.09
7,90362.55
8,124927.74
9,143297.45
10,142716.11
11,163047.77
12,182357.75
1,20545.74
2,13778.58
3,37911.68
4,57339.36
5,80625.12
6,109987.44
7,103175.95
8,108744.18
9,138218.14
10,160567.97
11,165864.11
12,172746.81
1,22663.95
2,35308.36
3,36791.35
4,63051.4
5,82978.12
6,99455.12
7,104468.41
8,117135.36
9,144818.19
10,140318.72
11,168508.63
12,169039.79
1,23523.01
2,27935.64
3,55148.67
4,63931.3
5,65214.24
6,101397.02
7,117409.96
8,127058.29
9,128907.3
10,147551.89
11,166163.42
12,174370.32
1,28538.77
2,31154.61
3,23373.22
4,62714.85
5,72214.74
6,89400.59
7,102051.05
8,126456.37
9,143957.5
10,152264.43
11,162285.51
12,179669.3
1,15156.8
2,23580.56
3,49631.43
4,63680.34
5,87323.53
6,100042.8
7,99514.6
8,126562.39
9,127392.37
10,155567.46
11,160867.09
12,171813.97
1,17240.36
2,8603.46
3,30992.2
4,58580.06
5,75659.53
6,87045.45
7,92364.51
8,113456.87
9,138129.67
10,154654.25
11,164870.22
12,189254.67
1,18179.18
2,24020.35
3,42755.98
4,48777.07
5,74134.89
6,98896.8
7,110482.32
8,131216.07
9,132576.92
10,160768.8
11,163453.57
12,191772.68
1,14825.15
2,35657.85
3,56800.9
4,58452.58
5,76747.11
6,100310.91
7,103935.97
8,109432.86
9,152144.06
10,146241.88
11,166270.05
12,189248.05
1,10132.05
2,21937.06
3,47029.9
4,45655.39
5,72696.75
6,91960.31
7,102840.38
8,107652.39
9,147753.42
10,150828.31
11,176449.22
12,177919.71
1,7959.9
2,32153.45
3,43273.7
4,50577.91
5,86758.27
6,85021.84
7,90277.87
8,130625.33
9,130965.62
10,145137.41
11,150876.9
12,193927.53
1,4684.16
2,30467.6
3,52300.96
4,63373.74
5,74522.77
6,76386.67
7,98522.2
8,121502.4
9,128702.61
10,151626.88
11,170453.95
12,187700.02
1,5190.57
2,47573.17
3,51139.83
4,59986.29
5,83716.29
6,108923.26
7,93490.24
8,118197.9
9,115972.55
10,151541.21
11,167923.15
12,179686.7
1,9763.73
2,13603.88
3,47988.27
4,71643.48
5,70271.85
6,93520.48
7,92454.85
8,123657.7
9,131852.94
10,143900.66
11,158917.09
12,176851.11
1,18059.47
2,19502.69
3,41823.08
4,59668.23
5,66207.69
6,104373.32
7,98172.04
8,114644.5
9,127173.54
10,164387.84
11,169423.24
12,172507.26
1,23849.85
2,31605.59
3,47058.03
4,57244.18
5,69004.67
6,92702.13
7,100639.3
8,134534.05
9,124845.67
10,162289.25
11,164109.45
12,182392.69
1,21665.26
2,24958.01
3,51913.99
4,38339.65
5,69240.08
6,82607.5
7,94971.95
8,118280.36
9,138086.0
10,155621.28
11,166927.01
12,174674.45
1,17952.13
2,30994.29
3,52488.45
4,66215.49
5,75243.81
6,82821.98
7,99776.4
8,115601.69
9,132477.87
10,152144.4
11,170721.4
12,179591.05
1,15129.0
2,31146.45
3,40872.76
4,52596.86
5,60956.5
6,84438.81
7,108785.16
8,114376.71
9,133097.54
10,153731.45
11,169165.52
12,171363.74
1,22976.47
2,39018.8
3,35961.2
4,53409.31
5,84528.73
6,88825.17
7,87241.78
8,108802.55
9,133005.04
10,140695.66
11,161692.61
12,180259.17
1,26698.04
2,27676.37
3,53580.33
4,71430.08
5,86474.48
6,92278.04
7,89293.69
8,123686.6
9,143387.2
10,149351.46
11,178956.67
12,186878.67
1,19546.19
2,38691.05
3,47666.96
4,40057.52
5,71006.89
6,99577.34
7,98539.27
8,118212.22
9,126641.31
10,164271.38
11,178451.94
12,172929.05
1,16178.38
2,24556.05
3,49919.56
4,64077.46
5,81493.64
6,92655.35
7,128483.25
8,111776.61
9,121315.17
10,146855.28
11,152456.09
12,168060.3
1,6989.48
2,22622.49
3,37363.06
4,64145.75
5,70950.49
6,88563.88
7,112153.86
8,113869.42
9,132883.63
10,152926.08
11,149467.46
12,160920.76
1,17768.94
2,33936.11
3,61513.76
4,61264.76
5,81557.92
6,88436.22
7,107377.82
8,133338.05
9,118008.06
10,153308.93
11,182084.69
12,182256.27
1,28204.58
2,24966.3
3,44743.62
4,60268.2
5,57259.27
6,80654.58
7,96225.0
8,126576.53
9,141977.22
10,152592.29
11,171592.82
12,178686.8
1,24615.45
2,30070.31
3,45462.91
4,57875.26
5,80475.6
6,86630.41
7,112811.45
8,110942.81
9,126208.67
10,155499.41
11,164291.65
12,176368.87
1,22120.46
2,25141.91
3,43398.39
4,71193.82
5,87313.14
6,102579.19
7,102742.99
8,129845.62
9,127408.38
10,142744.78
11,146196.35
12,193382.95
1,8088.16
2,28987.74
3,37717.41
4,65561.32
5,71994.93
6,79561.46
7,108533.3
8,108530.16
9,128300.75
10,133144.89
11,153608.34
12,181428.23
1,-716.29
2,18150.83
3,44981.05
4,55651.14
5,90936.29
6,104671.17
7,98056.62
8,124457.1
9,140994.26
10,145220.17
11,153035.67
12,179901.61
1,13617.23
2,26513.88
3,48538.53
4,53994.16
5,65784.02
6,90872.66
7,108087.76
8,110586.84
9,142424.72
10,135836.15
11,160375.09
12,177935.93
1,9910.21
2,25479.52
3,59968.6
4,53192.93
5,94529.77
6,93497.01
7,105736.44
8,123809.92
9,155239.42
10,142051.26
11,156036.66
12,173961.07
1,15257.15
2,16193.83
3,45178.71
4,73548.38
5,76211.26
6,87658.52
7,100054.72
8,127188.09
9,128393.34
10,164771.17
11,180466.88
12,182054.01
1,14907.88
2,38245.28
3,53758.39
4,53552.07
5,70787.56
6,79421.22
7,108272.52
8,125333.02
9,124200.59
10,146358.41
11,154221.97
12,172809.6
1,19408.14
2,24132.14
3,42593.39
4,46981.51
5,76495.92
6,89645.81
7,99168.33
8,118487.89
9,136442.36
10,143481.05
11,153189.9
12,194444.6
1,9933.82
2,29225.92
3,53086.72
4,88232.44
5,65044.11
6,93598.62
7,99339.58
8,115689.68
9,129238.3
10,140994.76
11,164669.67
12,168203.98
1,22574.46
2,30440.02
3,48379.48
4,56270.49
5,72062.37
6,92300.51
7,95687.59
8,117136.08
9,128123.09
10,142875.45
11,148121.29
12,190714.61
1,9507.69
2,39307.01
3,53550.34
4,49712.0
5,66292.71
6,110484.02
7,119007.41
8,119747.85
9,137058.98
10,144953.23
11,168458.82
12,174262.54
1,-1258.83
2,19427.55
3,45168.74
4,50951.46
5,74461.78
6,81402.71
7,98741.17
8,126825.32
9,136979.84
10,149922.68
11,172031.71
12,183844.87
1,26572.51
2,26321.13
3,41562.92
4,49591.13
5,71568.15
6,97718.16
7,115399.9
8,127682.44
9,120646.47
10,158665.16
11,150291.85
12,187184.94
1,12057.72
2,35620.27
3,34340.41
4,69369.34
5,63280.2
6,84652.36
7,97015.24
8,105965.72
9,135756.22
10,164448.71
11,186335.24
12,180777.25
1,23933.45
2,31856.76
3,48991.07
4,57262.81
5,76560.62
6,94299.83
7,100372.32
8,119380.05
9,134532.56
10,156611.23
11,156471.74
12,179587.66
1,30296.04
2,39312.48
3,55793.43
4,60195.45
5,77567.98
6,98017.89
7,117482.04
8,104387.18
9,124476.47
10,160475.55
11,162784.89
12,174626.23
1,4966.71
2,25559.87
3,33781.05
4,76728.75
5,74820.51
6,89536.4
7,109704.61
8,127698.76
9,142567.11
10,158588.98
11,159953.24
12,177617.07
1,21152.25
2,25780.89
3,44959.15
4,63190.11
5,81281.48
6,75778.55
7,110717.97
8,118130.21
9,140659.66
10,156215.45
11,177863.32
12,190827.63
1,25772.57
2,41549.36
3,47331.03
4,60257.48
5,81982.54
6,95856.65
7,102527.47
8,123238.59
9,134719.23
10,143168.54
11,175323.69
12,180441.59
1,31389.67
2,16996.06
3,40545.77
4,60261.11
5,84099.05
6,93195.75
7,107483.78
8,110981.89
9,125744.47
10,152580.04
11,154087.15
12,175744.98
1,19007.34
2,22141.41
3,57842.85
4,69791.49
5,62428.64
6,82541.03
7,86713.78
8,113739.27
9,141131.11
10,146688.84
11,168686.38
12,167821.33
1,21383.8
2,25559.13
3,45097.36
4,59257.0
5,64827.61
6,80775.33
7,112742.36
8,123191.94
9,143400.39
10,152597.27
11,166143.93
12,166191.92
1,12837.07
2,29780.93
3,60624.86
4,65495.65
5,87288.49
6,94780.3
7,99309.57
8,120936.99
9,136889.79
10,142486.76
11,161924.9
12,178353.86
1,27844.96
2,13354.08
3,54646.55
4,52505.64
5,64023.37
6,99439.54
7,110855.18
8,130036.15
9,141405.62
10,166478.76
11,169469.79
12,178748.18
1,17743.41
2,39947.75
3,38765.0
4,54784.89
5,72528.32
6,73163.34
7,106104.63
8,104910.97
9,135424.47
10,156922.32
11,161184.99
12,193416.93
1,3315.99
2,39530.09
3,50401.1
4,46271.73
5,96686.35
6,89490.04
7,97980.13
8,108743.3
9,133239.86
10,148980.75
11,165821.16
12,177617.63
1,20065.8
2,26898.96
3,29520.29
4,58805.11
5,56060.18
6,92830.17
7,97165.6
8,121306.88
9,145512.6
10,142410.01
11,173490.05
12,176532.88
1,29025.56
2,27078.78
3,38276.06
4,65497.91
5,71513.68
6,83268.4
7,101177.28
8,119643.15
9,145737.44
10,134527.3
11,165184.65
12,184999.23
1,16547.59
2,40478.92
3,44405.24
4,58523.59
5,79738.64
6,90794.51
7,101876.73
8,124129.15
9,129779.77
10,145110.58
11,160776.05
12,190824.55
1,-10768.13
2,33164.79
3,45274.17
4,46553.04
5,77477.81
6,93806.02
7,109717.11
8,98785.38
9,145931.12
10,144098.11
11,170492.54
12,185928.59
1,7986.42
2,35283.68
3,41916.05
4,43428.98
5,84341.94
6,83799.64
7,98164.05
8,116775.47
9,137177.89
10,149541.84
11,169384.54
12,169284.09
1,9060.91
2,29072.02
3,60183.1
4,59089.5
5,83681.78
6,90308.44
7,101130.73
8,118026.2
9,133652.64
10,154829.17
11,175996.89
12,182877.45
1,24496.62
2,22281.68
3,41682.96
4,54205.58
5,77515.56
6,87128.33
7,110838.18
8,112551.99
9,135344.25
10,155494.86
11,148477.58
12,196973.05
1,12734.78
2,13799.68
3,46264.75
4,60267.55
5,74344.84
6,97929.53
7,110979.56
8,122383.01
9,138601.25
10,149165.13
11,179203.93
12,168166.43
1,16117.21
2,30520.2
3,51506.24
4,53249.17
5,61050.62
6,91254.58
7,107249.84
8,131916.8
9,124837.1
10,159237.55
11,183939.31
12,176977.88
1,4672.46
2,26744.21
3,45112.04
4,64510.3
5,70268.84
6,102441.59
7,96083.74
8,106086.36
9,143853.68
10,131803.03
11,163366.96
12,204941.45
1,14903.65
2,21033.86
3,44540.82
4,59593.59
5,76285.2
6,95298.1
7,96687.11
8,133500.38
9,136960.91
10,155814.35
11,159974.8
12,190291.06
1,12943.58
2,32220.42
3,37535.15
4,52024.55
5,80505.64
6,86451.15
7,98169.42
8,114854.53
9,140591.62
10,144967.7
11,164058.76
12,180120.22
1,-338.79
2,18230.99
3,47690.22
4,54103.77
5,83453.8
6,97734.46
7,110753.35
8,134558.17
9,134335.29
10,155191.06
11,160324.79
12,199618.96
1,30869.07
2,30095.04
3,48092.69
4,70874.38
5,73822.88
6,84747.01
7,111991.92
8,120627.51
9,136463.96
10,143325.83
11,151258.62
12,181889.14
1,22239.7
2,28193.55
3,56491.44
4,54368.67
5,66562.36
6,89462.16
7,104339.26
8,126159.75
9,128800.3
10,160944.75
11,180735.34
12,179686.85
1,24997.68
2,21548.02
3,53601.77
4,68378.21
5,81907.5
6,89875.5
7,81366.01
8,114866.18
9,129992.67
10,142173.96
11,165977.94
12,176648.29
1,8403.1
2,21529.6
3,39275.9
4,68971.99
5,69711.8
6,85880.49
7,101346.42
8,122711.95
9,138650.0
10,125642.75
11,173173.08
12,191490.94
1,6598.51
2,22221.61
3,41397.97
4,53951.97
5,76791.41
6,74427.8
7,96056.58
8,132313.58
9,127574.24
10,159947.43
11,167842.71
12,165525.86
1,20082.63
2,29058.66
3,41356.26
4,61959.66
5,78797.07
6,95660.73
7,114426.02
8,123265.09
9,123994.93
10,146210.84
11,188544.39
12,185795.93
1,33954.3
2,41163.47
3,46934.42
4,62411.26
5,74707.36
6,76097.56
7,105144.38
8,129685.4
9,130202.88
10,153295.62
11,171812.73
12,172722.56
1,11389.58
2,21856.71
3,38422.68
4,49699.16
5,67796.41
6,101355.65
7,97676.18
8,121011.67
9,130977.05
10,159430.93
11,175489.3
12,186912.56
1,17449.08
2,28151.52
3,35465.0
4,75548.23
5,68922.62
6,95309.17
7,113476.52
8,115557.76
9,143304.1
10,156113.71
11,178823.71
12,176245.23
1,4713.09
2,25956.08
3,46670.83
4,60465.7
5,71852.5
6,74726.42
7,108763.86
8,135778.76
9,138714.01
10,154873.08
11,169579.56
12,183176.37
1,22453.33
2,33162.99
3,42498.58
4,53632.09
5,73008.21
6,92513.04
7,102471.34
8,122514.71
9,138513.2
10,156665.44
11,175262.36
12,180624.06
1,4537.79
2,27239.17
3,45352.5
4,45313.85
5,86109.32
6,91139.02
7,108050.82
8,130924.21
9,129958.86
10,154592.34
11,164121.09
12,178527.31
1,8822.46
2,43324.83
3,41996.0
4,65595.71
5,59999.94
6,99439.91
7,113417.69
8,120779.47
9,133184.46
10,153200.0
11,183310.33
12,165894.11
1,21256.22
2,22707.06
3,44840.65
4,58016.96
5,71573.45
6,89916.28
7,95926.63
8,128233.44
9,120646.85
10,154318.12
11,162387.71
12,170632.6
1,16619.07
2,17544.39
3,45317.71
4,48616.98
5,78690.18
6,82605.14
7,101392.05
8,122351.6
9,128819.66
10,149536.29
11,152889.36
12,185047.0
1,29119.31
2,52337.67
3,45729.35
4,66305.63
5,60754.99
6,102021.87
7,111209.83
8,116128.53
9,144897.45
10,147964.19
11,161335.8
12,183802.68
1,6493.16
2,38173.0
3,36552.08
4,51599.56
5,67722.48
6,96076.0
7,100065.8
8,109216.03
9,130154.56
10,149743.66
11,155552.22
12,170786.55
1,31890.37
2,23115.48
3,42415.66
4,57062.1
5,71629.15
6,94970.77
7,112585.14
8,117552.36
9,125108.17
10,160195.52
11,164237.27
12,193842.57
1,-2964.69
2,31563.23
3,60348.85
4,57173.89
5,73196.05
6,92364.09
7,100529.63
8,117503.42
9,132297.48
10,144980.63
11,174830.85
12,183688.62
1,17005.03
2,36468.57
3,42885.15
4,53806.37
5,70179.01
6,90014.26
7,96526.31
8,115997.91
9,130871.07
10,166996.45
11,142809.48
12,178563.04
1,28805.55
2,30974.76
3,51027.34
4,60798.61
5,69661.33
6,72064.67
7,106643.65
8,113795.15
9,128597.32
10,146008.1
11,178958.89
12,199238.7
1,16737.66
2,26281.86
3,35582.19
4,63748.32
5,89263.24
6,88021.28
7,85968.03
8,125360.4
9,142883.2
10,137313.23
11,166411.87
12,183609.81
1,14415.14
2,23673.83
3,53127.5
4,56772.96
5,63118.51
6,73604.2
7,115086.8
8,124933.31
9,135703.79
10,146477.8
11,160768.01
12,171394.11
1,11548.35
2,13039.3
3,39111.49
4,57512.5
5,79879.04
6,89680.59
7,111359.38
8,130793.08
9,143465.36
10,153764.08
11,165094.9
12,172153.7
1,20919.55
2,43437.98
3,47736.85
4,75338.07
5,62795.43
6,80766.69
7,111841.61
8,122114.32
9,145510.26
10,149876.23
11,158056.2
12,178291.25
1,2738.53
2,20971.27
3,52779.55
4,66982.3
5,77904.03
6,76231.38
7,102132.77
8,110200.0
9,144412.27
10,145330.22
11,156314.02
12,180238.37
1,9878.76
2,41869.95
3,39121.51
4,48806.17
5,57776.69
6,89753.71
7,100504.56
8,108568.76
9,144513.81
10,155337.96
11,164774.26
12,190914.61
1,20300.29
2,23417.15
3,36686.24
4,66543.85
5,78170.94
6,91357.98
7,98228.02
8,124863.58
9,128956.01
10,149184.11
11,176575.55
12,174713.33
1,2416.09
2,21579.62
3,52954.39
4,62037.85
5,73968.98
6,85927.25
7,108882.88
8,113207.16
9,137445.32
10,144149.96
11,157818.72
12,174900.1
1,11996.74
2,29609.36
3,46883.65
4,30493.08
5,68538.8
6,86867.44
7,117040.5
8,111359.98
9,136302.37
10,161960.24
11,154496.25
12,183151.8
1,8581.83
2,25962.93
3,38575.11
4,54145.14
5,96775.3
6,96755.65
7,113813.9
8,123935.95
9,122149.95
10,153159.66
11,173583.44
12,173172.8
1,22722.61
2,35634.69
3,59816.32
4,56657.74
5,66219.11
6,87106.98
7,116484.57
8,105372.75
9,118452.99
10,150715.16
11,161459.29
12,180061.82
1,22562.49
2,25579.45
3,30015.95
4,76355.85
5,67022.17
6,81527.7
7,113829.76
8,116924.09
9,134492.88
10,153862.32
11,173668.66
12,177332.31
1,27159.62
2,12913.6
3,51078.3
4,53283.78
5,85978.17
6,91136.36
7,99616.76
8,125302.73
9,142145.51
10,155135.15
11,156762.43
12,176127.86
1,14967.42
2,29669.92
3,50997.96
4,43880.79
5,77674.62
6,87680.15
7,98292.0
8,114060.11
9,133283.7
10,121191.32
11,159389.68
12,172993.48
1,19262.27
2,23555.79
3,43279.09
4,72338.21
5,82954.81
6,97218.17
7,101001.02
8,124344.26
9,133128.82
10,148431.25
11,168277.48
12,175224.05
1,26944.02
2,28718.96
3,49946.88
4,71644.8
5,83253.23
6,78728.65
7,108559.17
8,126805.76
9,142134.9
10,141093.64
11,159743.72
12,187956.47
1,8905.92
2,27602.43
3,57607.01
4,59617.61
5,69185.81
6,82979.06
7,107661.75
8,109334.82
9,133021.31
10,152665.84
11,175393.2
12,185340.38
1,9287.48
2,39427.35
3,42603.88
4,50114.38
5,73623.67
6,101505.35
7,106321.92
8,120100.17
9,148097.69
10,138549.16
11,154715.21
12,167073.23
1,17981.19
2,31331.95
3,57341.89
4,61947.8
5,71766.74
6,90014.36
7,105941.66
8,106625.91
9,156682.65
10,154158.97
11,166680.07
12,184921.31
1,20675.29
2,28875.57
3,39950.07
4,64795.61
5,78085.69
6,83520.88
7,116352.28
8,122346.82
9,140838.55
10,161135.37
11,165175.11
12,182535.62
1,21480.22
2,24201.11
3,45432.41
4,61004.39
5,67351.53
6,108541.09
7,93741.65
8,109615.17
9,145513.81
10,155706.13
11,156792.28
12,184858.31
1,26742.8
2,29757.9
3,65790.58
4,46207.51
5,80550.59
6,99332.23
7,112130.75
8,118365.15
9,132676.47
10,153553.16
11,171526.04
12,184819.79
1,23320.46
2,21849.04
3,43177.83
4,52479.87
5,71911.1
6,98121.77
7,105863.87
8,140854.87
9,136547.25
10,150477.54
11,165849.46
12,174897.53
1,14537.31
2,39022.3
3,45911.77
4,53652.32
5,67599.32
6,86398.38
7,105590.91
8,129548.69
9,124276.09
10,147441.39
11,166154.48
12,165330.35
1,8331.21
2,24560.89
3,38632.24
4,61535.12
5,73715.52
6,85557.71
7,108423.7
8,133784.6
9,148114.05
10,134617.83
11,169616.58
12,178575.81
1,16241.24
2,26813.74
3,45940.71
4,61211.26
5,70368.39
6,82829.06
7,101410.43
8,121874.07
9,139791.97
10,156826.79
11,161046.48
12,182270.76
1,22700.02
2,39324.76
3,44529.34
4,58232.55
5,76528.99
6,80802.34
7,103451.12
8,125956.69
9,140135.58
10,147837.86
11,166741.75
12,173402.8
1,20627.94
2,29377.43
3,42792.39
4,57106.21
5,74496.85
6,86416.98
7,110265.14
8,116837.73
9,147743.71
10,161721.68
11,157867.65
12,180557.63
1,9794.75
2,27386.82
3,61019.42
4,57539.43
5,77881.81
6,94330.57
7,96994.97
8,113159.24
9,125351.82
10,142912.23
11,142199.76
12,184356.66
1,31433.55
2,31182.57
3,33669.85
4,54857.79
5,71328.99
6,81859.32
7,111881.46
8,126482.08
9,125756.39
10,155800.65
11,177214.5
12,195220.47
1,37921.7
2,22784.06
3,67593.76
4,57166.35
5,70260.28
6,92616.58
7,100343.51
8,123192.35
9,124439.38
10,148089.98
11,175284.66
12,179543.51
1,16132.77
2,33802.07
3,54365.29
4,46758.2
5,79676.19
6,87854.89
7,106333.1
8,128479.6
9,125446.51
10,141898.84
11,149516.56
12,175606.73
1,25643.46
2,29035.3
3,34279.0
4,56114.57
5,63097.11
6,80998.51
7,108110.55
8,110609.01
9,143901.07
10,149431.04
11,165684.76
12,177773.02
1,21182.78
2,36265.28
3,47680.43
4,64518.31
5,73303.28
6,94337.62
7,102296.98
8,120017.85
9,132802.85
10,146342.25
11,159487.11
12,183741.52
1,25484.85
2,39368.82
3,34947.48
4,70313.62
5,72454.73
6,94805.86
7,97750.28
8,121135.84
9,137509.79
10,138123.16
11,169866.14
12,190767.48
1,13602.82
2,40881.35
3,43482.45
4,66796.68
5,57251.44
6,109350.22
7,116963.67
8,117723.0
9,119223.29
10,152304.23
11,153448.6
12,183558.83
1,18292.53
2,22468.77
3,53967.74
4,66444.6
5,82806.59
6,90070.86
7,93675.81
8,127822.98
9,132837.03
10,138881.76
11,175816.31
12,196795.26
1,14670.01
2,47272.97
3,45730.52
4,56956.35
5,69956.33
6,103096.66
7,98758.85
8,125882.15
9,130526.69
10,146317.55
11,173242.0
12,176959.71
1,11761.64
2,39062.44
3,57779.18
4,65157.52
5,69761.84
6,85915.13
7,105639.32
8,122567.44
9,127097.07
10,155784.3
11,165684.11
12,166274.33
1,7568.59
2,25966.97
3,44417.14
4,75114.23
5,76905.37
6,83273.82
7,106765.05
8,117183.3
9,137598.07
10,154644.54
11,174673.85
