ad budget,units sold
42180,33746
32068,30667
33995,24131
19721,21333
29964,32136
32529,28434
12456,6875
34723,30994
43240,44677
35746,20610
18913,21779
13675,3207
33141,17407
27989,14990
17128,13466
49436,47127
41213,20904
29111,29226
5284,3309
26493,14577
18585,18417
30595,21627
8131,20058
44382,38496
27197,22093
34527,31511
22957,26427
31936,34194
22545,23604
14684,20008
43448,41978
21642,22769
5371,1931
13651,18464
2665,0
7918,7916
24007,16949
32408,29970
11194,16633
26035,18387
24816,11382
24066,25316
12213,15984
49513,48997
23612,24253
23211,24071
27866,17988
41404,37545
32599,38960
8344,3357
4201,0
5752,5445
43343,40299
11327,10361
49659,50430
46797,32275
7091,0
28608,31460
29285,14980
23998,21101
49634,48118
41289,34329
23943,14967
49178,46976
19007,16230
26257,19680
20518,26275
30784,22370
39588,28074
45221,30760
22378,25199
5696,7123
28995,20271
35635,19874
16723,21831
20207,13329
28524,11904
29554,24167
12817,16450
1168,5255
43981,35672
27770,19565
16223,9615
45220,43832
9027,0
17291,8138
44409,34952
26439,9185
22521,16709
25715,13210
22618,20943
29999,20560
33992,24795
42517,30155
40350,36337
2573,1645
9577,13338
9712,15017
30948,23036
40531,28242
13164,8017
6217,20945
20526,12716
32270,24768
27409,23214
13734,14267
45121,36717
37269,40459
14530,13040
13394,9819
2499,7734
28539,17511
10669,11770
29562,21425
22629,25817
26746,29573
44287,34385
47007,32383
19128,4129
3039,3782
42079,20867
4857,3375
26896,18151
5950,8108
24471,19495
16441,9755
13735,16082
23415,12184
35511,31787
47051,50014
43406,40518
4616,1260
16383,6996
30756,30213
4894,0
39995,32032
44232,39733
41615,27238
5281,0
25647,12610
31036,34396
19584,25858
35911,38831
33308,37551
48548,35040
29333,12590
36949,39779
20259,21782
32794,31328
40288,25990
14052,11824
13271,11572
46267,36635
33175,21438
9915,0
17122,9182
45199,18930
7918,3857
41916,29843
31437,18143
46806,39850
14805,9784
20598,14851
41517,41560
3871,1170
38257,33328
38375,24201
46741,38925
45879,36088
24148,19874
6834,0
43680,28166
4399,1442
22762,26193
41372,24456
11957,19649
41499,28960
29340,23971
28138,28526
16808,11312
29243,21933
3261,11288
12809,16827
18696,19161
43824,34183
22891,17854
20125,9666
1997,0
48923,39543
7353,5681
19703,17539
36975,36249
10275,0
20965,12973
33419,33602
49642,54511
36854,23041
16973,9826
24550,11788
27878,10083
18105,16131
48638,42476
34922,26140
17029,11880
40935,32081
33784,23616
32601,25819
40865,41013
32545,21072
14165,9634
19616,14927
12654,6718
18830,15472
17205,0
43425,38177
12959,4534
23158,13483
12819,9250
36851,21143
43503,42790
7952,1419
25225,35976
48405,42505
43231,31175
6391,3274
15468,13266
16091,23065
31237,30691
48732,44237
9964,6138
41682,29944
48244,42420
27968,30376
41205,32136
12371,5789
43541,28633
26681,11304
29285,20747
38971,29650
16430,13024
46230,40234
10033,5214
20918,27506
19256,8573
49522,43714
32188,18433
37088,24568
15979,14469
3728,9244
2595,399
33624,27407
32568,33631
3288,0
40613,37110
41431,29010
30011,25467
18127,17740
18878,8048
7944,1876
13302,14637
43948,33598
1207,0
2083,2835
4311,0
24135,12212
42356,19555
32219,27934
17592,14266
47212,41013
24932,27277
20040,14584
6850,5063
32716,28232
13719,7555
22777,9475
18022,7508
34996,27758
28945,29155
29788,33234
5019,2307
10482,9393
47873,49523
19580,18765
10895,9539
15135,13369
11387,12601
30136,16787
18359,19250
48672,41572
7121,12226
34796,30802
17909,20455
3327,0
19930,12365
36251,29917
36502,24694
32547,31171
32688,17657
43498,33841
43870,31697
8304,2189
5049,0
15947,13008
10495,7897
25707,31992
34160,42256
45544,30027
44635,24290
31706,18161
36234,28616
34993,34745
15987,9901
20089,19541
1461,0
10993,5872
12465,10973
17535,13961
33640,26696
11461,2678
13366,18048
30895,32026
2785,9639
7242,1730
25529,21140
48080,35315
7356,36
24229,21093
20844,3941
19220,20457
43357,27709
26651,19443
32686,12534
23127,29348
23662,22879
35261,28724
26360,16959
38931,24750
43380,33502
15297,14051
39472,30199
23788,22216
40456,43499
28011,15970
49603,41101
29057,33693
19447,13693
19404,14689
22141,20480
23307,22702
11341,15371
41121,33552
10142,3344
49034,42592
41984,27786
16932,15537
13017,10877
34337,27786
38880,30610
2355,7895
41824,37167
17086,17836
22515,15230
15220,2324
48266,36230
34602,30296
12308,10041
1969,0
34360,28817
1254,0
11306,9338
28541,10900
3661,7532
16309,16724
42562,46723
19223,11107
6905,2505
3431,3790
8756,6800
6353,14562
2737,0
17868,13372
33476,23408
25325,29402
13326,13584
25586,29894
13911,28619
30080,19487
23635,25377
6213,3430
39995,27870
28940,14354
45047,48808
49604,45695
24365,18139
9796,11568
18352,3828
17820,13690
11966,5001
47735,46861
2809,11324
40314,37594
41875,39184
6505,1305
31649,29621
6257,0
16051,3756
5909,4094
28345,25857
15866,16282
43789,27489
25868,11385
49126,36592
29527,18363
1461,4841
29460,17491
49500,51266
4233,5561
13128,9621
6202,0
36707,21439
32258,23881
48965,35699
32238,15399
14722,20007
46766,30781
19047,17353
4301,6094
33544,17122
32583,23758
28513,14353
16640,15758
23413,19106
17805,13780
21133,11985
49899,47005
22355,15617
24229,10519
5433,0
34033,15184
36618,25368
2378,0
7503,10170
40925,36173
43774,36295
34617,33376
5814,0
24763,21720
11000,172
16288,10169
4274,5466
15227,8991
18279,24423
10368,6206
45713,41375
43736,33402
32006,26395
28380,20514
28968,24237
10651,18881
14903,21181
19927,13019
8771,5643
14460,11873
5637,8362
46690,48479
41834,41183
4553,2042
35117,30512
36754,30758
24580,16029
12522,16099
35890,13628
29204,29400
14892,14385
9689,0
29063,17000
15062,0
2363,12071
17691,8203
3751,8462
8782,12701
18648,14194
13540,6845
46991,40669
6339,6364
28020,28033
28609,15847
6848,11613
17877,22388
19405,13983
49629,33967
47233,34887
22471,14136
4302,2357
15437,7921
48930,41883
15512,16230
33436,24595
24511,7882
6022,7476
44239,26540
7155,7222
32480,26415
39022,29244
26332,24935
5354,6465
32847,28604
36284,33953
49640,37235
11156,6364
23453,25226
33689,30803
24758,16988
9838,0
46502,39554
44790,38747
38976,23906
14725,6689
10337,5823
11701,12075
30811,39550
44043,41941
39978,22932
30316,21636
12544,9468
22514,21026
17327,8987
47809,41754
17705,11086
11479,12681
12323,10313
13937,23422
24089,25144
2702,10045
11404,2777
34598,24486
9380,9467
22990,10992
33859,33360
4877,4684
43871,41696
19720,18670
8676,7210
32818,25518
35348,23665
49555,34674
43368,40026
49180,43352
25130,27508
34241,24119
45392,43049
27620,21037
18077,17941
13663,18680
18799,27465
48285,45063
18619,16112
4967,7339
28488,30284
14211,15628
22169,15340
31373,28787
33669,34757
7634,16982
1840,1845
35229,21483
22318,7176
16405,17898
48771,29816
37240,31712
16847,19944
24547,18659
7575,0
31123,17339
5843,0
28451,22016
8739,14216
15852,12752
10157,21045
23406,24970
48284,40400
46200,36531
8432,3760
19837,16765
16148,16173
12194,11682
33591,23881
15819,6464
7625,17275
8404,10529
15674,14672
11507,12244
21387,23718
19697,12950
38391,29935
20547,11923
24570,19613
40783,28571
29037,17191
31083,15148
49029,49171
41550,31233
38982,34106
40706,33143
3988,6174
6156,0
39280,28605
10788,15588
15185,23806
19734,13600
10971,7281
44408,41925
7487,8634
21997,17775
47456,37577
13452,7339
16372,9465
45767,37406
14434,13447
13416,12945
20248,12086
47713,46166
29194,13628
34785,31006
38458,27527
9373,2303
31283,23077
30415,14782
27414,24057
15378,21989
19336,11603
5700,18665
14901,6756
25838,18131
23597,27036
34428,20360
41149,31559
36687,39664
30493,17321
32852,29825
11932,12609
24009,7671
34583,23973
48278,52911
28994,24538
30865,26995
13289,12059
29293,35691
5734,0
21013,12740
36521,28552
7505,9338
45327,37184
48673,40030
5685,1235
19409,19170
20517,5060
45533,33141
31475,20253
37989,23784
16327,2378
4671,5132
5941,7330
27372,24518
13466,16421
19286,22122
45959,24531
5588,8256
29080,24359
25544,21463
11811,8706
19733,12484
41696,36524
49093,33392
40888,39328
48042,35448
31059,12599
38487,31465
41849,26415
15550,5251
11864,13594
26394,26723
20061,15395
13624,0
25934,23936
4361,1572
14707,20035
2924,14142
30487,15364
13647,25753
32734,16838
30018,20784
22627,24259
22031,13295
40449,27479
3701,0
47943,30340
43890,30226
17719,18822
10718,18645
1056,0
47741,35788
16352,7118
48820,29887
4147,0
4537,0
23812,18749
1721,0
46037,34566
17769,16596
41194,32400
47556,31057
47775,43964
44847,23750
15346,7633
40883,43039
11911,11572
1259,0
21872,7998
9791,5793
8536,3909
21432,21400
33750,33784
42715,31078
45537,35798
20541,10237
44718,34827
17860,8138
6283,5173
31743,21636
43559,38601
36127,35198
8405,14488
32181,25961
33205,30207
25408,17329
18645,9871
48125,30295
7323,8010
6937,0
44798,41076
31431,22992
18882,13350
26324,25103
14003,200
44346,34145
26106,30355
13979,9480
35977,20843
45828,34583
8228,14436
10300,3649
9681,0
41964,30770
9267,0
6372,0
39918,36456
11920,15824
49769,42329
17856,19646
28785,20590
48915,47243
18221,10807
26178,20945
34954,22901
7461,0
18865,11277
45232,49561
15052,21242
31370,29747
8332,4094
1327,0
23765,29292
6239,5125
11078,13606
8038,3108
9048,5455
29671,28421
15954,8351
36065,30942
46471,32975
3779,6084
47474,33597
14225,21895
41086,32483
33541,31480
20720,16452
14531,8617
6335,8514
10530,15347
25791,11943
41270,33802
2649,1471
14472,12836
3862,11213
26185,25846
28134,29447
1917,3112
13444,8153
42121,19148
21521,25709
39217,16373
23066,27978
3811,7494
37189,41563
10290,9826
36489,32193
28284,21516
25698,21013
44660,31380
20637,15805
49024,34140
34556,27922
17640,13958
5025,3899
32476,25439
7741,2484
4654,7080
47348,39768
41428,34800
37019,23965
39036,35269
45549,31856
30843,21538
24560,20198
47257,44707
48899,31872
41330,27132
16987,1812
21810,20485
21311,15025
48159,41074
35920,30765
9738,12519
8888,7119
43864,30835
6474,6571
1488,3678
25144,18025
6622,5843
32830,18194
37542,22399
40214,22209
28648,24650
33697,31397
26223,12425
22865,19259
9572,10341
41601,30885
44026,44830
24501,10858
27866,20027
13416,0
26775,23494
30080,19672
5887,0
20374,19863
17605,13143
16684,11505
25002,26766
27015,16925
23972,23041
1617,6029
47404,34548
36338,29121
7309,15920
20139,10052
3790,6362
8826,7433
13134,18131
20693,16352
5054,8158
17090,4069
24808,6981
41449,26864
16569,10606
33227,24457
7508,12560
17608,11728
24523,19761
11433,9984
32939,22562
46112,36780
25520,26723
12888,12106
31932,29105
20734,18587
4827,13744
17257,7491
33194,41559
32318,31832
17793,21303
35684,36407
29014,29429
3859,0
40840,25874
32856,30480
49291,42898
35819,33970
21085,17148
9214,0
36736,28728
42704,38611
1601,0
25318,20226
16451,13341
47025,34488
6274,136
19226,28031
44634,45059
31926,31962
46136,39399
20046,10009
9674,13063
20023,22710
22910,16261
49230,32978
12503,12564
49392,45921
48138,34670
6368,8267
24527,14177
46335,30248
23487,20019
37593,25188
11391,11693
10874,0
4608,0
31451,31335
40646,36672
34786,30343
28546,20164
43378,34785
36268,27666
3667,16936
43346,36575
6230,384
26720,20891
44023,25135
38602,19459
2546,10813
16050,14482
48817,36344
31134,24748
16640,12687
21828,17868
15284,19114
4423,6751
29577,21204
20070,5563
3332,0
7066,10204
19040,24605
39806,26577
9583,1492
39057,28651
23604,29590
27564,22937
34064,22678
23857,16919
29941,20784
38962,35394
39573,43379
46565,38037
26692,27916
17879,6227
36763,43456
17477,5947
46680,44615
7393,7946
34488,20042
22459,22974
40093,31900
13554,5373
38867,31158
13568,955
37794,27341
46015,31025
6057,3751
18490,4407
6305,0
33740,21897
45682,36316
25118,14255
7674,8908
43331,38877
25998,15734
16316,21396
17217,11956
3005,13393
46509,35649
15602,5752
22645,25485
46371,30848
14987,18816
14543,12358
28944,19820
10144,3505
44882,35388
39459,35646
40827,32421
31741,34270
5479,0
5198,3579
10091,14677
48836,31845
5205,10406
4641,3832
4543,4295
49192,37316
6591,0
45601,36008
30341,20938
30055,33190
7116,8755
1761,1616
3407,10632
32594,25739
1885,5725
33195,33541
36411,27495
28819,25665
12125,7080
22494,24872
35236,28025
25585,28692
23045,19629
23447,34033
47134,33464
40783,37785
27238,21531
40091,30722
42703,22774
36196,29393
12685,4302
13738,9132
43076,28851
49647,34911
16772,6982
11633,2932
24492,10047
44961,38226
49049,39348
37855,34531
7228,3431
3831,0
21045,16309
19132,19516
12055,11443
25318,20332
14795,15822
41320,33086
20648,12969
23158,23972
22747,10707
24234,10865
48373,38549
32560,26563
12282,11224
34831,25899
24043,27353
47112,28698
21929,18353
49666,44285
36500,37506
2872,10304
38488,24213
2969,4548
26460,19884
13155,10410
12870,17100
29392,34913
4717,5339
2374,0
22826,8250
9679,7464
14427,17527
24564,14939
35708,27419
36135,38615
45196,33778
25271,30734
17631,11523
20887,22135
26259,21468
33396,31377
20144,28167
13655,13442
41736,40955
21836,12101
48511,33220
2368,0
35994,22461
45456,45468
37380,31893
13199,8955
43802,36267
12569,14136
34827,32533
32182,27057
14115,19588
22649,12295
19195,13252
31596,32298
35961,34507
28003,24627
17551,10783
49896,44642
24826,14406
37950,37452
25729,29714
4868,438
42274,49349
39718,25790
33353,25548
42682,32864
31653,24700
15141,20662
12537,12656
31401,20132
28387,23364
17154,17702
36077,31987
7630,13437
44461,36105
15778,17420
45293,35380
24070,15375
14416,4685
26399,30518
9629,0
9360,9012
13011,12867
41721,27493
37069,35061
12227,1679
40587,28991
45550,42228
3769,0
11492,14095
4345,10171
3665,9371
25807,22892
44552,30610
13366,4751
10325,5240
6440,0
29222,23517
27951,21670
40878,33158
21264,15570
20121,17157
19815,16328
45263,27450
31311,26729
43397,34591
20749,6244
30218,29543
16533,11437
45133,39920
45867,36428
2316,0
38972,32681
22388,20889
14512,18633
1684,6861
28164,29721
40208,36584
12735,7238
36855,26676
43635,40842
39546,29306
49797,43017
9079,17519
23412,15022
36862,33859
20191,11335
15821,16175
8582,16548
10012,16042
34655,25413
45688,45993
39783,30478
15530,26155
21377,17296
46221,40954
22653,21917
41276,26457
21380,25362
1556,2562
27790,18897
9900,3412
34485,23972
37433,29485
14891,5510
44104,30385
16014,2442
7547,1182
38964,39357
30932,31953
45739,38212
21263,29648
20320,23545
48984,41795
44374,38760
40459,32900
8045,0
44255,33805
2237,0
44077,28695
40240,40520
37326,30325
6293,0
26274,24181
20237,19816
29384,32760
31993,36264
13811,15736
19229,6295
40130,45786
14311,19569
24040,24327
4182,3246
48066,29154
6760,2048
8260,6303
34218,24969
47475,44541
2915,1873
10115,3432
8076,9465
15814,7676
34083,17476
5793,7691
2262,1375
10319,9196
14194,19613
20309,17753
29760,27223
27998,22501
4468,8434
47642,25320
13651,6275
21405,14807
15482,9509
5409,0
1547,746
38659,30113
20907,16231
24426,20744
43489,37778
15436,7693
17490,10858
29962,29506
39236,25737
30288,19383
23236,13951
15923,11539
2250,7789
14264,14555
2611,0
8928,18022
35558,24273
1867,0
32689,37096
46213,31949
34095,26611
4816,3049
33626,30391
36916,18511
48838,37266
12573,7858
44334,43949
19939,12690
14157,9401
10322,12819
3482,5854
36867,25149
45280,38794
14675,7316
31420,29955
43516,33851
12735,2648
14850,0
7732,3929
41753,28700
46468,35737
39822,31562
35422,16855
33731,22606
12428,9166
12311,10449
4733,8576
40579,38286
9342,6042
11464,8284
49514,36727
46311,40983
11300,6733
35563,22649
49960,29993
14708,6081
29090,21677
42308,39724
17328,14135
27654,22810
7214,5791
39913,39609
28552,25889
36377,29013
26734,17795
25721,13014
19610,25603
14622,16519
29875,22740
24226,30145
28677,22896
11298,4138
36848,36808
34755,20118
18744,12590
24434,12343
41314,28255
49001,40400
2726,4204
49917,33320
15268,23069
47745,25661
1907,2303
26759,22338
14764,13392
25409,25603
9390,0
31172,20293
36223,29886
38976,41399
41542,29743
48324,37505
49196,43710
4365,0
26836,21603
29554,23012
22663,14475
6951,8579
16175,25881
12027,10664
43273,21209
11094,3648
24081,28141
13167,9096
9769,778
24060,23775
2020,0
12845,10486
37612,23299
37341,27364
11485,9007
39210,30763
8914,9379
41719,34582
9802,1731
42288,43945
34314,26511
49298,31335
20565,3118
28617,23345
42766,28655
26609,24724
45233,36477
21371,40728
49384,31942
20124,22445
13717,4436
49193,44340
38669,39474
27272,19751
12842,5898
39476,30641
3082,0
27261,31472
21970,16391
10795,11273
46309,39861
34028,32576
21180,14232
47335,42472
28351,30489
39750,30866
34268,19416
2015,9824
44293,36476
25489,20416
37731,34245
12866,18868
46015,35480
36474,36713
16272,13450
33161,30272
3099,0
7386,4386
6338,11578
9300,0
22400,22123
25641,22790
5297,14204
20332,22302
42173,34800
48862,31459
16201,9477
46382,35744
47129,46655
34808,32651
13810,6278
8988,9607
41327,30309
20579,12588
22483,21758
1503,336
6344,0
9947,12919
10533,9338
48576,36663
41916,42488
47923,44723
16193,13684
2381,0
8012,13073
16213,10070
28563,21903
16212,11153
31124,17126
47576,40776
11711,4313
31266,27417
48941,33536
10515,5686
21193,19145
45707,37307
3131,6235
3424,6923
45344,44269
22823,18254
10200,15402
24031,17290
4216,8040
46594,44017
1016,7532
38438,21998
27378,3033
36391,32443
32734,26202
14350,13162
15450,12910
2473,0
26525,24656
29572,25691
43028,33794
38079,30637
31110,28589
36504,25638
27888,15640
2946,0
22943,15303
16740,22299
27445,22753
10176,4067
30866,25907
45651,30255
38269,29500
12618,7632
25736,12649
39682,38305
25601,18221
33850,26849
42132,37886
6804,7554
20525,16883
46061,35421
28419,27104
24746,19753
13812,11915
27686,28826
36852,36499
3045,4048
26336,21696
46952,41497
31460,23658
48143,37020
22668,17758
35320,22145
41584,47442
33575,24462
34592,30479
37516,29911
6578,9390
38965,28868
42798,35539
22079,12562
1937,8835
8595,10845
1424,0
45270,36301
4051,0
36673,24541
32342,31400
13238,0
28786,29300
30668,26807
3694,2474
4595,8943
2267,18030
1421,0
20650,26681
8017,12212
10849,4450
24513,22759
45899,30046
42644,31160
3226,0
5388,0
3422,5028
40994,35617
10269,10970
13177,14359
13032,11136
45276,40291
8316,13091
3843,4553
29015,20606
5111,3217
46231,31967
23043,23543
31101,15248
47546,37081
37992,33808
28870,16976
38747,22610
36169,15257
42709,32461
30415,17471
16685,18609
16963,4261
30698,27730
30150,16308
22426,8862
7035,0
8071,12909
21578,10045
29044,30087
29842,25090
17531,10915
3170,0
25687,31976
38886,27579
8297,3132
5163,12837
41794,43206
42787,33390
43712,42075
36707,25690
39495,45078
45688,28683
25448,14874
4616,11569
39173,29603
32748,34431
29299,20642
44237,39345
42119,29537
12557,9591
39648,24035
15096,11790
34781,22558
9743,20230
8391,4789
10355,1098
6247,9149
41286,25781
7290,11094
35076,24713
43452,34535
26817,20315
46491,35670
38595,31249
33827,23082
27209,15215
40754,32836
33118,24108
44411,27855
16216,16658
8860,6990
14425,5020
14806,10418
48718,38107
25911,14544
26406,40099
35360,28241
15464,11052
31587,39891
39865,34632
7458,13219
10151,8687
37934,30733
7488,859
25541,24446
22803,29335
44183,44809
45776,29357
25718,31732
12170,4772
18430,9100
48284,33312
10260,5862
8636,0
37955,30680
37108,28129
39945,32205
16941,10577
4435,0
29355,21921
8300,13962
46437,31089
23183,13283
34733,30516
8444,0
26755,22759
44394,38179
24062,15871
15610,7990
1500,0
5554,0
26545,24643
47059,42677
7771,6599
18499,11112
4932,4385
27055,16734
38202,31636
28700,27441
4567,861
2658,0
43836,32142
47929,44868
41712,50118
27627,25993
39568,31215
21760,11567
30985,18575
15408,14892
30832,19987
41785,39563
36583,25647
34738,36329
25204,17707
14285,18229
33975,31218
17643,19196
6025,4409
38126,26515
17888,20367
46258,47765
35527,22407
24898,22772
48069,41286
15387,13304
47435,46535
4794,0
4590,10262
15698,10894
13332,0
40738,23846
10593,8689
31107,32206
32490,32480
37097,30310
12036,2757
29561,16403
15372,14821
35860,28434
20351,22107
31327,23069
19059,10615
28188,20881
34055,27165
3316,0
17259,16645
36606,30141
12829,15945
9137,11990
25502,26901
28204,32647
2265,2649
36751,16161
23285,23795
25315,27447
48457,37401
47875,26201
41911,39768
41798,33322
46890,29504
44420,33931
34379,27474
37291,28226
28152,19489
6424,10851
10939,16858
31253,36594
35396,22294
14176,19145
8907,8271
4372,5752
28572,30144
25592,20174
14102,10186
43557,30684
26642,14314
4139,0
12643,11141
19643,15413
36018,26531
39889,29813
29780,30132
41949,34613
49071,33297
17667,14481
31632,29002
39493,37333
49352,42866
30408,29418
25302,23278
22621,6056
14219,10414
42562,33508
26939,33787
47880,42860
45312,34504
37843,25638
13778,8958
39930,27094
30870,37775
41404,33032
23121,23446
41770,36508
47221,41721
31158,19643
24456,27588
48401,38191
13992,20196
45894,39269
26390,31636
46858,41088
17756,13091
22971,26811
8071,7287
28574,26088
47517,38549
20275,12974
45751,35644
7586,10339
20703,22395
27765,10094
11641,11235
37735,29721
1822,0
33989,32336
40648,43358
13129,19393
16543,0
26963,23518
37656,26227
30665,21843
14499,10086
11352,0
20654,4174
11117,9405
22077,19148
46540,36060
4993,0
19982,13561
35434,37020
17312,11673
45041,33016
15338,19692
31173,23644
38525,34903
27690,24917
28328,17309
12360,3944
39883,23819
39205,25306
23625,23862
43040,29501
45894,35888
32850,24590
17471,16254
40883,24518
28276,29209
3703,11580
12151,9570
27998,8961
5147,0
35515,30308
9232,9618
16151,11374
11330,15668
12276,6363
19535,21533
37705,30170
40654,29127
44050,39629
33976,26917
1599,6604
4709,21205
25110,14484
6723,10663
47772,42045
43536,45505
28394,28200
11316,18490
23622,12995
25844,13022
41740,27748
22162,16789
29833,32161
18206,24199
25501,18212
49314,38778
11291,2001
45562,36886
12659,8938
26226,19809
41751,40485
7500,8429
2634,0
15059,0
5814,7963
5076,5455
42158,35992
39210,32763
26931,14677
33007,25267
23744,17161
31396,24629
24083,24537
37273,26354
26276,14085
1502,9241
13756,6623
15262,19124
49909,52836
11605,18327
41707,37353
23416,17544
38487,36268
41516,33075
28543,31327
32280,29655
3870,5366
5758,4902
46806,34480
39736,31775
12659,11884
41558,31705
10585,10256
28903,29036
38039,32097
5323,1052
27970,5842
35806,35927
49745,39133
6461,6372
41831,36735
35030,31295
6731,9931
22500,24053
10903,13256
34117,8591
29602,26039
32174,27269
34208,25850
20192,19031
14899,12041
19946,12549
4152,10742
26960,23655
11247,10033
31806,12944
26573,34030
43382,23520
27038,24776
28770,27294
7949,16226
3205,0
18855,10231
20564,21253
14133,15212
19114,25502
33803,33567
30785,22598
39302,30775
24545,22774
41777,24251
11952,12928
3535,6629
25721,15716
5963,3492
13707,0
13860,16661
15247,14705
18410,6889
18670,8576
20230,13576
42280,38920
25158,23154
14887,6976
36061,25289
24810,20164
45124,31295
43786,31906
26358,25238
46588,29909
16933,12692
31034,23527
2947,2100
20715,18157
31956,29252
22644,22821
16310,10984
23450,17851
17303,15948
48782,40106
25031,23449
30250,26898
22853,13339
18977,26428
43707,34988
15465,16570
11225,12644
41472,34809
17640,15686
32535,31592
40280,30974
3991,7846
18801,18055
25144,27170
8965,4194
14730,12290
30553,19311
9301,14099
19936,11513
43017,36406
15155,9402
22117,24541
49848,39527
3042,6340
19565,9149
48602,35094
38260,34250
37326,37607
43581,38021
4658,18024
17319,18604
20078,16159
37652,28196
38548,41741
20668,21379
39720,28683
41285,29075
23546,14854
38874,34167
38165,21423
29898,20853
30907,26511
46411,37294
30372,21568
15822,16827
20776,20759
33406,25426
11462,5981
37479,35171
35354,27331
43174,34623
40906,37422
8662,329
8404,3614
47101,36115
43605,46327
10542,918
16904,13762
28774,17700
9556,21500
47123,39299
13806,5326
43586,24993
15864,16363
31016,25972
34749,31614
43996,29157
37320,41066
18305,15135
12938,12897
17318,17598
21379,17719
38820,38889
6406,1945
21661,23463
18858,23085
31816,31673
13850,19686
13601,6499
40866,35673
27644,24620
28428,23192
40487,36151
49624,46941
42362,29555
34380,20261
8286,5399
11068,0
10805,8228
4017,11792
22172,9197
10926,6235
45508,29586
24486,21969
31397,28939
30511,24537
44340,31363
11002,9943
49586,47092
4201,8699
34520,25175
28048,20493
31130,22794
41324,36002
2341,0
14981,15241
9696,4508
15525,10830
27545,17652
29625,28088
6565,1696
15947,7001
31077,21387
41698,26866
7517,11184
15287,5613
12829,10004
3422,0
30060,33459
47728,40720
42633,30331
6985,6617
40715,27116
14790,15861
48507,39812
26168,23448
25019,14294
44739,27488
4668,0
11744,0
29754,23869
20522,27949
5509,2012
3500,0
10904,8398
27921,17620
17683,6456
13416,6805
15833,11305
19290,26588
36253,26071
15003,13171
41227,24750
7120,9859
42253,29367
15251,5425
23486,12620
29334,19616
7172,0
23706,20713
19472,9072
22695,22031
40255,29152
43732,29484
12055,5544
33716,20879
7880,6434
29949,20688
20810,23316
1528,0
44093,42283
19308,11411
23844,28678
23360,19411
23405,25922
18246,14140
28792,22208
44322,29764
21704,16814
49181,33346
31589,26395
23436,19717
47895,37580
25643,27936
19026,18206
16693,7834
10212,11580
38964,36883
14850,0
40767,26116
8322,3843
36911,24645
47580,41893
31387,19791
6678,0
2382,3338
22780,16838
28506,29540
43296,36862
32848,46695
40882,26161
43202,25388
2705,10419
6997,23998
23447,17418
41730,31475
45159,36891
15535,7312
25480,8714
32051,27098
13129,10561
31785,17127
30402,20618
42527,25584
3704,5192
28027,22260
6725,6352
26223,24097
27769,28793
28384,23775
33145,30207
33892,38028
43497,40597
31027,26131
13767,11954
22481,13010
38575,26981
19354,14891
49777,37700
20146,27430
22901,20558
4101,5024
29727,30821
35422,29436
17515,12357
25806,22195
34162,29769
41087,41271
4573,0
42941,29917
40874,32262
26508,26830
26985,26311
44915,36582
6060,10964
46610,33245
11933,20847
7632,1091
40523,22135
44898,39549
23973,10579
6589,2218
12612,9231
48611,41378
19888,21988
20417,8235
13015,3659
46440,57633
36744,28128
18855,5224
12891,4261
28762,19845
7595,6106
47172,44893
29557,33449
46593,32328
22936,14941
19281,16316
3192,0
46032,43983
34859,42687
43861,35217
35946,30727
47360,34372
33309,28662
42472,27617
36455,23469
29672,12836
4756,8700
39829,40196
42391,40097
23918,19698
5494,2515
35047,27481
7538,0
3221,8222
6164,11222
34622,21323
36980,23978
20152,8167
15385,10781
24612,19559
13530,11223
4340,0
24124,14906
43579,30481
34043,31620
13295,4660
21247,17324
1714,0
39822,30708
1809,7121
31144,17482
46983,21944
21362,9057
42821,36761
1036,0
33402,22446
25498,23122
29387,28333
11273,15214
26030,24148
46267,30259
12403,19560
16037,7172
20039,12214
15017,11981
18365,16364
48464,47403
40215,28375
13583,13149
33919,23372
48025,48065
45254,38766
47275,45556
10514,1495
39416,28166
2511,3501
19642,23544
17615,20046
32589,35074
25225,28228
21846,22149
30152,25042
41517,26524
1571,0
27188,22496
46000,41616
43530,18478
14217,4329
42999,28300
7609,4962
48397,39337
46041,43321
6151,0
7406,7990
48062,30127
15893,17729
33956,24275
46841,30200
8145,2482
39695,25064
34367,28047
14133,15051
13209,16755
45292,33121
48085,46796
27965,22226
10145,15707
48125,37556
43585,33482
35638,31981
21645,19164
19408,12202
13521,17748
22878,12562
39221,34847
35595,31683
22086,24056
17923,20844
17225,12688
8202,6758
31139,24706
32974,36853
27941,26259
38206,36827
20885,15202
45907,29965
12218,4162
46692,43429
29750,19410
32612,45261
7716,3739
17088,15778
32001,27697
40586,33546
23584,11548
5286,5715
5739,6025
31158,23130
35857,39794
6605,0
40590,23404
4321,7979
45541,35910
34984,22708
38653,32092
13170,16292
9933,0
23692,23291
32474,27964
10906,7348
46004,38277
24814,21426
36565,32551
1818,0
9434,14072
31571,31211
41694,39486
29890,13561
46485,44054
13069,8242
33780,30209
39662,19839
24434,15448
8392,11756
17102,16838
34457,21086
23262,22691
12932,5449
12766,8616
23711,11948
14292,13494
21687,23874
48631,44215
26899,16073
8408,6449
11694,0
41910,41714
35533,28541
16237,16890
6778,6617
36059,25090
27561,18726
