Company_Profit,Bonus_Amount
322195,16569.34
1083164,50151.03
287184,9982.77
4798600,244064.48
1505722,72946.68
3254553,161544.76
4978146,250478.68
2702521,131468.08
4848674,240227.9
1033241,48921.15
3818442,194163.14
4225347,211629.32
2750011,137388.22
1914956,93326.81
1171105,66012.83
2252913,110417.69
3779923,184982.28
1656161,81210.75
912831,43970.86
3801753,189468.89
4930142,249102.67
2628513,136765.51
429206,25918.79
3401205,163931.79
4173866,208871.9
3545986,177990.85
402129,19871.65
4520633,226947.01
725504,39941.73
2680385,133655.55
1469657,70883.01
4200961,210171.29
2563981,119893.54
971370,51770.78
1580834,77580.55
2371247,121252.56
3870437,193590.03
4398948,219650.5
2353824,119646.72
272900,15984.39
4277485,211876.78
2442112,121155.8
4087373,204440.23
4685694,236229.44
4894598,243395.96
2746401,134853.31
3476882,180884.22
132140,4677.82
3969913,198022.75
129659,8967.28
1961959,98205.14
2981772,145156.14
1305093,69486.1
4200595,212204.85
4904699,249907.0
2187986,105373.96
3003133,148519.8
4961806,251736.14
740160,31819.16
3824144,188284.87
431218,27673.98
1394407,70189.37
4324289,216202.91
3460438,170659.42
185532,13307.83
1090650,57057.9
3555362,178144.71
2548888,132162.75
2536068,122451.56
4699723,235937.03
4270284,211407.4
2230215,118456.47
2911515,146138.24
4097960,200260.11
1839463,91116.4
4720586,232746.0
2565292,130118.94
3907730,197124.54
1760408,85434.92
569864,27630.71
2648383,129770.33
3722804,186845.18
2015871,98470.29
1084591,53746.08
760783,39056.96
4651224,232879.36
4423140,220105.58
1988022,100479.88
3757300,181707.01
4414391,220074.96
1874857,91592.47
4369097,217161.36
2156733,110145.37
2901920,148840.18
271666,16035.56
4043152,205080.18
1723204,83761.35
1423157,64981.38
2054174,103682.26
4223649,208974.99
3647430,179828.49
4919590,243434.11
4851710,238427.98
2553009,129427.65
248992,14881.18
3782368,184479.45
407281,23515.75
766277,37274.69
2846261,144514.9
1331945,63265.54
2323746,121281.13
4304011,212514.49
2545840,126113.26
1374886,67802.16
3875204,192899.06
1377678,70404.96
748860,31528.09
4901947,243338.21
2698588,137257.47
495299,23200.41
3692343,179610.58
2581226,126391.94
1747224,91034.14
3629775,181637.86
3066239,153165.31
3589575,175861.19
4637822,234609.61
2794139,141048.22
1297835,63844.38
2006483,102898.65
4094459,201371.37
3372114,170899.1
428567,19921.82
4291866,214153.33
4485687,220592.44
2550077,126575.23
1282367,60409.42
239121,9958.5
4309546,212324.14
1496809,78220.31
3937377,196773.03
2075066,104355.74
634878,31602.93
202506,10485.83
4373479,217377.27
3651018,187104.64
3543078,173227.76
1019704,51547.13
4793776,240893.08
167129,6565.16
1645427,84457.56
4816974,239811.74
280627,8622.68
1640417,81907.08
1665401,81943.54
110651,3434.95
4674326,237887.0
1907567,91582.19
4080396,206149.4
1566489,84134.8
1913606,103298.16
1844738,98478.98
4593251,228457.68
2706098,135736.97
2440092,119869.86
145564,10891.01
2948355,152571.83
3889281,191978.22
2660302,136890.88
2012610,103477.79
2518327,129540.56
1835266,91627.96
3436221,168076.88
2053962,102526.47
3882107,198158.76
2755631,139332.26
4166554,208350.67
428212,23829.62
2464426,120269.57
1314426,66691.03
1133630,56968.65
1294438,61916.2
2412075,121093.66
2355524,115460.14
4016610,196170.84
1547803,80569.63
534092,24208.26
3008983,150120.95
1712593,89524.72
3528437,171186.8
1053195,57426.87
564332,25122.56
3727002,184749.42
2083113,106638.27
4957176,246970.94
4988965,248330.06
4900693,249104.7
1237890,63419.61
2495563,126125.56
1243137,61955.94
3530245,176798.05
2183233,104551.55
4293359,214520.62
2337061,120851.54
1470474,69397.88
4383114,221341.56
1619566,81225.15
736282,33953.58
3177301,152610.27
1395398,72602.14
3373179,171616.52
4861174,238097.93
3835466,190766.89
3257042,164923.19
2110560,110075.47
1608261,84511.8
4749182,236840.56
3517081,176940.95
522783,26418.45
4910344,246068.75
4079484,207746.87
1815764,91778.89
3411966,177187.14
4312765,221554.33
3773122,186962.49
2487580,122115.86
377194,16011.08
2730873,137764.02
2418789,116905.71
1854961,91060.29
3412436,168704.49
3666156,190783.53
3722656,184480.4
2685236,128562.33
748081,37239.7
4895493,242186.5
591755,31284.94
2122502,105691.81
1896232,95386.42
1758962,83071.28
3557423,177086.32
3729957,190048.85
2683604,132779.95
1155743,57987.47
765149,39313.61
2289177,112558.32
1605598,76740.92
4449627,230127.04
519585,27915.26
2561005,127678.57
2706349,139335.77
3300348,165729.52
1615765,83037.16
4396220,221634.98
1431450,74559.59
3175875,155506.93
1665619,82874.12
3953273,200453.74
2135833,106787.92
518317,23174.27
3086163,153604.71
683308,34267.75
4338909,212336.17
2796131,144563.9
4880810,240408.38
2106763,108884.05
3720616,190800.99
1912720,93178.27
4331791,218962.88
4467190,225459.46
1910499,95316.1
4590954,233867.7
2223693,113130.74
3839167,193227.04
3611915,185634.69
3807125,192666.31
309132,15559.16
2357492,114546.91
863878,43189.23
3182391,154641.92
4439856,225805.92
503049,24758.29
4436861,220683.07
3505633,178162.7
4879678,243627.64
1910691,100404.56
161958,6179.33
3448716,171268.11
4693498,236754.33
1456733,80146.77
3137402,157544.9
1860877,89753.54
1487439,67674.09
4146074,210054.79
1478240,71847.57
686440,35123.78
235738,7631.2
3188570,165187.48
3313157,160934.64
2092206,98284.2
3520098,178350.15
3187784,154211.4
1411395,72978.87
616541,31195.0
3850497,186120.43
3102573,159018.28
468763,22514.88
1874801,92165.09
4554138,228436.45
3824357,191143.46
2326719,114910.46
4047497,199012.0
4357322,216745.3
1641316,78811.09
3129146,154874.73
721784,38041.91
1357105,64293.26
2461336,122078.76
1737526,86744.11
1692420,83844.42
3792833,187796.97
109979,6343.12
632000,34070.41
1388758,76344.81
1134971,58968.47
4811373,236119.96
1987440,101321.77
152139,4730.74
3802906,190579.9
4972159,248010.92
4500386,223773.4
3589553,182128.41
3961372,195995.81
1632414,86736.39
106220,3477.53
338020,20029.41
4492395,225849.91
1585232,82512.24
674102,33266.7
1523826,78615.62
3888435,196228.79
656223,30439.37
2597085,127163.79
3656111,184402.02
2736277,138035.07
4416793,218988.18
1738976,88676.5
2720620,133899.79
594020,31504.7
2325200,114266.67
2796052,137524.97
2461162,122801.06
1028462,50798.45
3658075,181231.74
2777677,140694.98
1787344,91691.09
4717182,233123.63
4640724,230097.77
4978214,253483.36
4688587,233198.73
2288221,117530.4
2155598,105618.44
4937532,244571.95
4918494,243792.79
3942672,195535.7
4190007,211695.63
1401423,67852.92
1867766,92898.83
2599840,126660.79
1999291,99164.48
3679109,180681.02
3441509,170717.08
3736428,184209.72
1428512,72044.17
1228301,60525.58
222105,11803.17
4745197,242040.3
130885,5512.68
975835,48157.51
4111380,206571.22
2092244,108426.47
241871,11628.69
1637440,73436.53
1739764,83366.46
3204793,153499.18
270982,15217.97
1227304,58373.98
1708251,82787.47
4203260,206694.73
839171,42979.05
1463218,73139.42
4168523,204655.02
3337659,166300.98
4213890,207363.76
1494918,76578.3
2822673,142135.91
1540258,78724.17
1783300,88804.88
4698669,234226.84
4613294,232901.33
3747221,186143.53
3416215,171540.1
508218,26060.4
3802685,190272.78
3270772,161328.82
3483254,165995.2
900776,51427.37
196838,10841.26
3567195,177569.69
3597533,179374.02
311425,12499.59
728112,32051.4
1098400,56602.83
1465571,76141.74
2847489,139686.28
2235593,113622.24
3900814,197786.41
1144361,57550.11
2995650,144465.19
1921717,93366.13
1347250,66212.96
2569412,126293.92
4475832,226336.99
3101615,159287.96
4123833,209006.0
2299523,119332.3
1025965,48969.03
2088683,106882.24
4223227,213262.98
1935429,96316.12
907891,49441.01
2239165,108314.58
1777164,84309.0
3182067,153392.1
4397947,218638.47
4720423,237881.28
3696041,182596.31
1162297,55939.2
722381,34941.3
1978659,94417.52
4044672,201656.25
2351197,124563.91
1878558,90262.72
1965191,99751.16
2034567,103374.34
4546079,226598.72
1152339,58522.41
3591950,180670.91
731798,35392.89
843489,42162.95
4119491,209145.56
1108869,57290.56
4818929,238325.02
4781658,240098.95
1050171,50175.17
3849624,190949.0
3887272,201083.62
1783459,93786.71
1110057,58715.55
2863278,140632.27
3181656,159507.57
4198818,208643.5
1135175,60246.35
2800759,139823.86
3736642,186831.01
1107966,60456.06
1841481,91190.86
4868365,237633.75
3292824,165874.15
514288,27826.71
2455833,125107.85
1578727,80083.71
1135043,60523.77
1815786,93078.6
3819845,192651.97
3123730,154921.93
2976829,141223.27
3987679,198631.17
1750821,94512.25
2624822,130561.47
1132427,57722.59
279994,11946.9
4310128,218099.52
1323573,65944.91
4335120,218927.04
4038676,203666.78
2173075,107902.47
1806416,92075.04
2999250,152546.01
1665528,77194.71
1247418,62160.22
3180971,162436.61
2727781,136058.95
4420560,229475.26
1740527,84670.39
3408220,172305.96
3775732,188648.29
907263,40396.1
658297,34811.54
4226597,212553.5
2901893,144619.26
3132353,160201.64
146608,2938.37
2332721,114948.82
604912,28779.22
2935820,146559.14
1876179,97016.45
178222,9675.07
3839240,196503.27
2697653,130602.99
3105743,152004.66
3119606,150561.27
2829663,144485.93
3875154,187079.59
1155023,53786.95
862156,42683.24
4884190,236723.12
219403,11422.28
716283,39424.7
2302112,113666.21
3299376,166462.34
4356380,223180.63
2136629,108002.92
2930319,150060.79
3139233,155545.88
3128022,155147.62
1925984,97514.43
4423172,222484.14
1656380,84792.73
2182383,112177.67
4961102,251316.59
1998732,104762.32
4281944,219563.31
863425,42458.45
4301838,215658.81
4018918,201851.67
1171858,61668.78
3509522,175653.35
924010,43731.02
3393176,170886.09
903371,51885.14
4509932,221692.45
3709165,185512.4
4064417,204933.03
3757516,185208.57
3972879,202554.07
1895457,92143.4
4352355,218860.35
3572336,176799.36
4421741,222755.34
4848949,241943.05
3699439,183349.06
4162286,211269.92
2037760,104860.8
106019,4216.51
4816450,246262.16
1860736,93414.03
2310985,118763.83
3549403,175400.36
1742634,85368.84
4427374,219245.72
4382632,220350.08
2637713,130000.4
2851312,142639.26
572369,24781.52
481121,24116.51
4868624,245342.73
1384106,65084.76
558774,33712.93
2873843,142139.85
152591,9192.91
4924274,239652.2
3584491,179923.94
1908899,95017.02
3547765,180862.42
3357487,168921.89
3909378,194743.52
4790347,243194.63
1963466,98640.94
3143111,158525.68
842226,41761.34
505246,25979.49
3600209,180303.93
1054208,54734.56
2276262,109222.7
4052607,203977.54
1432266,69610.28
3095085,155900.28
2876759,137175.96
4910273,243374.19
1357083,67640.45
243694,11180.94
4713899,230446.71
2974730,148908.02
2947315,146058.38
3634170,179242.43
1356406,69794.33
1291105,56502.03
2146866,105031.92
4385367,222926.32
573521,25716.85
3633164,179310.55
2987233,151930.16
370898,18506.69
4929632,247317.14
2265890,114146.68
2629458,135008.34
3221768,161471.66
1752582,88806.41
1401732,73265.06
812923,44792.7
2127563,107493.17
2403292,116778.14
1619207,85651.73
3632721,179622.63
2496759,128500.83
1901053,92739.6
1446655,78672.3
3793358,191152.46
2581938,132926.34
4055946,201682.13
549729,27783.0
1122713,59211.51
957480,52912.89
4969969,247414.45
2859594,143743.31
4111046,202727.93
4276949,216672.63
4425169,221893.01
1365195,68669.98
829517,35916.66
1031117,53605.59
942878,45099.09
3902661,191677.46
4384330,218979.9
2583974,130738.0
895883,42989.24
1301719,64950.33
1291843,61953.04
1869738,94338.14
1650658,82054.19
4941946,245217.94
4043337,200659.16
3623964,187040.75
2113806,104028.45
4147289,210501.77
3199652,164065.47
4518899,228103.55
2504797,126089.62
1098084,52298.39
2613957,129333.82
2992419,151135.25
4621015,225614.35
4536009,229017.89
4677372,237156.72
1035099,54808.51
983569,49702.46
4471792,221506.62
3667340,185231.07
1025597,48567.01
1611428,83226.42
4410472,221103.62
146525,5481.2
3345735,171290.85
4365957,220235.67
2116277,107519.61
1727916,87665.71
4930732,246433.77
3427803,171575.44
4904564,245860.01
1534662,72744.14
3243765,161007.18
4993225,249307.45
4446420,220671.09
4764151,240101.53
4662449,237657.86
3147258,156544.81
100548,6007.05
3541839,177259.01
4710777,236476.79
2977470,149815.43
4325103,218200.95
2696297,137137.74
3761184,192352.38
1399528,71269.13
2219226,107124.29
4954285,253601.68
1321212,73760.53
3022754,155885.45
3854266,192682.7
2457509,123912.47
2346180,118806.73
3343279,171407.99
2271247,116619.67
858912,42721.85
1125578,59141.51
2335978,118133.36
3253046,163407.47
2425454,122843.23
1508309,76643.14
2801712,139050.12
3489753,172643.46
4629645,231203.78
3910662,198480.61
4497502,227028.5
4352863,220999.22
2468203,122706.26
2791226,138038.89
2070621,104557.34
2679401,135933.71
2341421,116617.23
3309838,164402.64
2969268,149400.73
786507,35039.95
4169966,203893.21
1119335,55796.43
1852767,94824.94
3607040,176589.17
2695471,134876.2
1594786,77013.05
2105416,102358.42
646812,31353.44
3355993,171164.36
367780,21106.66
3499046,168826.49
1828411,84945.55
1776046,91271.93
4609632,236651.87
2285490,112960.14
3585053,178114.55
4284030,216618.04
3236995,162781.91
100608,7663.69
1482060,74372.02
413932,22769.55
2448142,121970.47
3862056,193587.48
573573,25370.26
239847,16143.14
4626684,233920.77
993680,47989.33
1126757,55657.03
1859316,92762.88
273310,12627.34
1684487,80150.37
497653,25483.92
2492484,120290.35
829662,44423.44
1147047,61143.23
324133,16173.54
2079389,103653.93
3406735,165920.69
1664026,82198.48
1622027,76593.86
1517940,77675.28
315614,13607.26
183475,8552.8
2307162,112356.85
3164868,159375.15
4558448,228090.29
1609423,74955.75
4071407,196285.2
965269,47316.19
4363567,219088.51
118826,5620.24
1699559,86105.28
1710513,90374.56
4701529,234182.98
802526,44070.43
4148650,205794.99
3056914,151685.35
4918928,244798.11
1263867,60177.5
393406,22270.71
2279296,116864.7
1105217,49026.03
2770431,135712.83
1043789,55961.47
3147480,156033.05
4869842,244041.31
2258181,111599.16
3503859,171982.61
4451718,222418.43
1012283,45388.83
1452560,71137.26
1597631,82716.8
3525188,175930.19
1332422,64756.96
4465791,220545.08
3973358,199889.72
1868070,96899.65
1858487,94953.99
3370650,168478.06
1407326,70213.7
4230398,210629.81
4345343,211848.55
245785,10302.25
485904,21809.19
1915761,93751.21
1932785,98490.07
1153590,58099.42
4696223,232137.21
1911602,98387.31
883642,49555.62
4419292,222875.96
1980189,106810.35
3632506,181784.48
4602744,235181.59
991990,51771.08
671861,38613.97
3970101,197061.23
2127142,105277.23
2467852,125291.7
3561118,175217.66
4187472,204938.01
1466708,67490.61
1347735,67101.98
4150887,211694.09
3422894,172641.19
1474302,70774.31
4677975,232325.25
2324674,115797.3
3938744,191564.2
2674426,134523.96
2417193,120448.96
2217597,111930.49
1661493,81984.7
1210363,59090.12
3502410,169777.06
2379331,121770.92
3275486,163932.22
4816137,242675.83
4513747,222214.59
2164984,110813.59
4378047,220568.48
1839933,90341.15
4839901,245877.86
1951057,94393.57
4894665,247598.76
3565441,179648.1
1505953,75036.31
3332372,168710.66
4835739,244558.99
2507633,126815.43
1543589,80307.18
1214698,55273.03
4004335,199571.67
3936991,196222.05
2370419,115845.74
2750239,139565.09
854393,42585.21
2399015,118406.18
3320970,166460.65
3059782,157135.74
2504152,131265.6
366120,22351.5
1553835,75035.38
4039204,199485.16
2634275,131381.06
1393439,70855.31
1322054,68482.11
126770,6949.35
4985119,249553.87
3170904,160542.06
4931421,244829.78
2297602,116934.87
4085594,203962.86
3158094,160307.15
1311725,60174.53
3694977,183874.22
1599970,80311.95
219214,15072.14
1766966,91406.41
827543,39852.63
741138,39954.46
4172614,211111.51
1583445,80867.84
225010,9592.59
219100,12995.68
2512242,128456.17
2290034,116259.86
4863432,241216.94
920398,47950.29
2890766,148160.82
563909,29401.71
4534049,229206.67
1006870,55712.36
437077,24547.25
1686437,82139.87
2264663,113652.06
2587854,128397.53
1278569,64448.41
2108662,110548.29
4089510,203202.59
3171887,154792.82
723647,35798.58
4210758,207884.56
4333181,216217.13
1518096,75456.95
2766681,140193.36
2496829,122016.45
1189988,62591.71
875158,40249.9
3595521,176353.91
2642112,131373.82
3493682,177122.71
3005759,144653.24
1101879,55846.2
3097342,154805.31
2223516,109403.03
167730,6580.79
3583104,178185.72
2278264,117708.68
4760112,243814.88
2522391,124582.05
3697269,184351.34
4453061,222156.23
3750538,188926.66
4378061,223908.31
2369149,117136.95
2563103,129429.98
2709480,135332.06
405506,16085.98
3712156,188652.8
4345554,219271.82
2482892,127640.21
1223225,57793.03
4667986,234655.44
1800903,92687.51
4750774,238904.42
2920005,147870.82
4056652,206989.55
1130985,53210.35
4791413,242413.83
3914524,195654.55
4748734,232894.09
217131,4085.81
464045,21381.26
2525663,129530.64
2581970,129408.93
1782853,88807.24
1512641,77362.0
2222026,111556.53
1137642,54695.88
4070021,206510.41
700034,29803.04
3019781,154956.87
2503646,120325.27
4872092,242548.66
967293,44471.19
355803,15662.99
2183628,106025.16
3035845,154324.83
1277952,63323.2
2892445,145428.64
3631488,177794.43
1445393,70513.8
2688446,137226.51
3765800,189244.18
1728540,83092.88
2619407,129852.19
4782309,239731.32
1970485,104249.9
3402191,173521.31
1373451,75188.99
3272073,165145.64
2677205,132949.86
368306,20711.92
3755897,193646.99
3402655,167196.46
2528259,121195.83
3660141,176813.73
570548,33651.02
2078187,106599.14
2516238,126708.64
3428820,169725.26
1035984,53850.91
3223436,162318.36
2161088,107757.55
1596395,77161.18
3761647,186363.66
625012,33854.82
3962904,197733.21
3167570,162738.03
3932342,199580.17
616175,28881.54
1219888,59643.76
2325565,119254.47
4761941,241594.73
4167795,209083.86
1596969,76860.21
3141956,156388.9
1257261,60176.84
3442861,176650.57
3094825,155180.35
2347418,116661.91
2168474,106521.1
909590,39104.78
3993614,198428.38
2041571,102117.57
2101255,102394.93
4780464,241397.6
4916763,242295.34
428659,21955.37
1888858,96116.31
4337234,216183.3
2390366,116381.42
1642215,81715.87
4236201,208613.81
3119395,155603.88
2511783,126418.14
854391,42497.25
4955479,245436.8
4158449,206212.16
4671325,238194.6
3760867,192680.77
2019574,100115.5
2580068,127125.53
3526614,175919.99
1587216,75632.79
1519531,73861.69
2819228,143462.71
700508,38273.19
3674222,187095.84
2195596,105456.7
3160667,159018.28
2159429,108906.28
2480496,122270.34
3435242,175274.29
2868099,149944.74
2764959,137401.49
366523,22855.6
1252554,59236.11
3368184,167783.4
3024747,151669.1
2227204,116340.1
987664,45246.26
3207411,165485.43
1060347,48359.21
3452632,175502.37
2976751,149260.36
4700648,238511.22
574971,29066.61
1416396,71518.43
4027405,198706.5
4914182,249924.11
2048459,101600.36
4538607,231725.25
4329060,216307.76
3314185,168191.78
2551225,123279.41
4058344,201913.43
207821,8934.13
4404349,220193.67
2114115,101134.27
2067002,103957.39
3735773,189781.5
3353946,170988.24
2921996,148116.66
2090904,102179.56
538729,30924.9
1389726,67749.96
4795743,242813.5
1392739,68967.45
2298177,121472.78
3585631,178876.53
4314724,215564.19
4126142,205257.11
1188483,58024.54
4719788,235044.28
4689002,233921.28
3536898,177607.35
2671687,130152.15
2125777,114261.53
3883984,196846.48
1584590,79288.5
716121,31765.19
2186006,105513.93
4420972,224521.42
1065316,54414.44
3351311,162810.25
3387724,167918.0
3936034,193384.22
2123345,109515.1
4339836,220172.63
1300684,65312.79
2572219,128473.54
2935900,150087.37
4215113,215103.22
401167,19171.3
2254270,114360.11
1567583,78884.09
2860352,140842.12
1478271,72344.82
1510705,73010.79
2048366,102993.24
3183116,158957.42
2076365,104661.79
4249998,216033.69
1042496,51835.11
1090652,58627.12
2790655,138592.81
4613024,230409.73
2932308,147545.04
2956312,150717.52
813421,41204.42
882076,43709.52
2331129,119331.81
1674469,80925.56
4146319,209386.1
1169446,60290.15
3075412,155883.14
2912029,148311.26
4493656,225766.96
922096,54061.21
2463640,124243.11
4268688,211288.18
1940877,96985.75
960328,46456.46
4767287,236915.23
3961566,196746.41
4096937,207096.78
4847766,237639.05
4627130,226891.42
946358,43554.3
3527748,175952.72
608277,25860.43
3433488,170069.75
4619391,234825.28
4877867,244550.29
2285015,110986.21
191086,10519.45
2410926,124378.75
679793,34064.72
1206835,58546.1
3405625,170129.26
4827551,236914.28
2805712,137042.51
2080523,102053.57
1997970,97926.81
1301805,64088.12
1129107,53381.15
1016019,53007.79
2272628,114352.15
4942974,246200.2
4132514,206650.1
1461619,71824.65
4241077,207679.93
4576682,227202.02
1788404,85308.49
390238,17965.91
2351792,117015.09
4165543,205231.39
1032001,52240.83
3737882,189648.53
952867,53355.89
2410871,122520.15
2794316,143203.13
2634196,131211.68
4260414,209479.32
2553799,124076.86
477780,23177.25
1873298,93210.62
2426504,124173.92
2346985,115842.85
693479,34852.82
1341819,67213.98
3056078,148721.95
227982,12621.13
4999860,247261.02
1986304,97134.54
795228,39746.94
248218,10344.17
2681596,137038.73
1201878,62883.91
1006668,49226.58
4409841,221258.08
4568056,233501.49
4273459,210721.16
3393970,169771.81
2707747,131769.36
2902531,145884.13
213802,4356.28
1173332,59147.52
3275084,165800.2
3814056,189732.2
1491386,74877.66
2826952,138026.87
3110416,156010.94
1071244,56268.42
385399,22903.74
2351622,116229.08
4160332,205127.23
4981995,244697.75
2206927,113995.96
3929609,194712.68
3465056,171628.91
941132,40327.16
1376667,67872.17
2707256,143715.77
4888131,250096.05
3861430,193219.06
2380410,123098.39
941041,45057.44
768821,43031.07
4296945,215496.14
3254094,164766.12
3883480,192556.46
4816302,242371.41
2057507,112060.98
3425727,174401.77
3431471,169922.97
3332914,160152.15
3392485,167521.59
1316760,66127.73
3516966,174132.48
1274887,64130.35
1145734,56744.04
4500311,228088.45
3125310,150803.91
2783324,138831.28
2637191,133092.42
620121,23368.06
1239908,58918.46
221926,14668.96
3038577,151721.48
4528031,227809.41
1741101,84549.93
1635655,78303.59
2790008,139443.41
2258936,117210.37
512026,24305.77
3762734,187962.81
1944894,98392.79
1618198,83687.18
459917,25166.43
4307977,218256.33
4686085,230325.99
3781424,189449.97
259571,12565.43
391246,17899.91
4573028,226877.28
2802940,143806.29
2630981,128414.13
500760,18982.7
2612707,128534.62
3895043,190870.73
488674,26849.45
2209190,110001.06
3964382,200408.25
2013141,98530.62
2353089,114957.94
4426455,225228.12
571673,29151.41
3381745,168885.27
2818238,139943.29
2775630,135804.97
3100965,153714.95
197157,10761.78
151805,12338.22
4299067,216161.87
4793882,234955.57
4353274,218203.85
1252224,63835.56
1921737,100472.08
845295,44272.74
2020440,99919.27
1064855,53547.0
2832592,139944.66
3902190,195509.51
2944092,155597.61
401653,21855.17
831613,34803.63
2237609,111765.66
911180,49269.42
3963936,200058.65
4530320,227710.72
2476055,125515.81
3436990,171327.92
4641823,232051.24
388875,18744.24
2455504,122588.26
1076103,53000.19
4124554,207227.02
4596230,234198.78
1099924,50498.58
4853542,243320.25
846197,43927.95
4749021,239116.05
4732109,234102.74
4598542,228404.7
2478718,126851.02
2922664,146724.83
602412,29767.38
4404459,219126.11
3753729,189156.8
3687259,184059.04
3998664,202923.59
1575912,76134.2
3495550,173875.34
4293269,218518.25
1985095,99412.16
1994499,95523.84
3815283,195799.82
1206828,61150.39
4731162,238567.08
939940,44659.94
3709779,183875.68
4449710,221664.57
2167919,105916.06
4913409,244465.92
577069,25819.42
2658921,127334.84
1814943,86637.61
1890854,91926.44
1779813,87644.36
1758741,86526.34
1053970,53612.83
4552422,232001.16
994746,48644.75
3968425,196438.91
449263,26124.1
3128464,156453.58
4885138,244057.26
3922827,198736.23
4967088,245763.9
298208,13259.21
320348,15733.64
430173,26289.03
3083257,148278.79
2739399,137357.9
3025699,148836.05
3175275,153938.78
377306,16843.01
1416384,70809.14
994676,49825.25
176981,6964.5
3068157,155091.63
4314246,210467.61
474146,22163.47
1566153,80733.61
2565472,130091.1
2914401,152168.74
4879108,246196.2
186450,5258.69
1548759,80434.03
689686,33102.39
4531059,231115.41
538629,30720.35
1661338,78722.43
249431,13295.77
2578796,128175.89
359894,17045.67
4688957,239752.7
3130148,156876.92
330237,19337.82
2591541,131521.18
4942293,246478.35
809698,41156.89
663648,28323.62
1941345,95669.12
2572108,128295.09
4714560,235331.75
2236966,111325.28
1078509,51957.32
4364636,217567.43
3114125,151262.84
4454666,228551.11
721308,32140.99
571497,27494.6
3266755,165156.1
4547776,231274.1
148764,11401.8
3380856,169602.77
3885829,191475.35
4526914,230467.48
1013992,50302.34
2267928,109272.61
3504323,175122.62
3970448,197539.93
514900,23326.11
4709774,236044.39
4938197,240586.04
3784349,184666.25
1640268,82222.49
1442573,70252.71
4353601,217254.55
2299694,119910.46
3682808,184413.15
306839,10721.28
4887799,246889.44
1439868,71376.89
4690432,238829.05
3427002,171849.55
4742508,239153.02
3481312,176405.88
1334992,65730.43
2345007,112910.03
1662571,87778.1
4238452,214119.47
3520569,177334.07
4100019,202905.91
2068442,100177.33
2407253,119512.4
3074027,157236.1
2225059,113910.28
4037984,196424.19
3738913,189327.9
3924856,192505.84
1221540,60810.55
362719,17309.25
2090684,113181.39
4523390,221283.23
4993330,246735.52
840993,35610.98
797791,41438.08
1704153,90548.74
3016883,154068.94
1467620,68119.08
2874033,144208.35
529766,29583.58
2375255,117802.64
3127343,152777.76
912350,48358.91
1817123,91849.83
1061762,57279.27
1546284,79719.97
4924895,256103.28
1756320,90764.72
1498976,74186.52
1374146,64425.93
876145,41777.64
3151022,157380.13
2898428,146103.91
943075,50409.4
232105,6439.13
1875413,98343.76
2113812,104143.04
2960169,145358.91
3632685,187175.73
891003,40246.55
971927,44858.91
1835757,89152.79
1457859,72177.71
2745264,141210.07
2407221,123885.08
1599528,83689.56
1192785,59489.38
3335177,166404.5
2565808,129049.48
951138,48868.86
2833642,142213.91
1753261,90025.94
2579564,130449.79
1813740,91241.4
2653312,130945.75
4346033,220158.5
2860669,141415.3
2058479,103289.44
675458,31108.25
754342,35305.83
3872158,188665.66
2031094,99321.75
2819562,140494.23
548115,26337.68
4382764,222166.33
1625246,79706.68
1387677,70184.77
4148194,208092.65
1865584,92638.95
718458,35131.27
1679496,85063.94
1114994,52430.6
4944827,249760.81
720317,34189.2
2457953,124219.8
4225043,211161.29
2452202,126833.93
380561,19840.38
997599,54859.98
2835571,142510.34
3082430,155522.48
2789190,136616.54
580392,30828.84
3806614,192742.68
2649020,129168.3
3754035,183964.54
1828703,97247.5
2669787,134003.71
2929665,147567.71
3351264,171377.69
2623957,131060.14
4955967,245407.42
741332,35685.63
1751904,90310.44
2844673,137870.19
541115,27094.01
2466877,121890.69
981786,50666.99
507927,27678.19
1725355,90238.65
2171944,109014.11
4338412,218932.06
319471,12536.33
1311607,63290.41
742862,41066.5
400951,16895.11
121169,12953.04
4500157,223601.19
349358,17586.03
3612712,182081.62
2511619,122714.26
4196052,211179.61
3492417,177649.13
1228426,59709.61
4502771,222901.95
2852748,146060.22
206006,7397.74
1252767,60575.72
115076,8727.76
698806,37158.23
273377,17119.15
1748484,84363.62
4631404,228585.1
2001427,101115.72
4235354,213357.93
3299163,165532.25
2017925,104144.55
959539,47985.2
2958275,148284.71
1571791,82376.06
1052632,50136.48
3996648,200761.3
3876048,194897.31
1638153,80017.65
2356844,117880.86
4081988,204021.9
2922114,144240.34
3289661,160574.06
2624691,128708.54
2074172,103732.17
869750,42093.36
1021565,46920.32
633128,36679.7
3225958,161501.23
2295018,114557.13
1930000,92082.78
2903529,148168.8
3521396,180746.72
4972209,249606.82
3900503,193994.65
1427035,71220.09
1985914,98268.16
638070,30146.12
4050624,201638.36
678285,35485.85
1399184,71071.0
219853,18302.25
2281234,117803.29
4132634,200630.33
2453782,125112.04
1964805,106478.34
271518,16809.21
270058,11384.9
3061296,155757.62
2196208,108940.7
1058795,49705.34
2848673,142861.28
4453412,226780.53
4073722,207319.99
2289658,113833.55
1439098,70390.99
1787548,93950.29
4280293,217790.53
1560259,76921.27
4061381,201056.75
290272,14810.24
3170164,156354.22
1609406,85099.67
4452552,221941.22
256798,18132.67
1156091,54801.77
1982522,95990.02
