number_ofvisitor,total_daily_billing
789,189703.97
628,148375.15
56,15510.54
72,12565.05
465,121468.98
584,140528.77
321,81133.16
118,24431.21
62,18359.08
315,77153.94
809,199992.77
620,151561.62
307,71209.39
769,194054.58
997,245847.27
690,184470.55
759,197703.3
871,216409.32
324,78940.4
146,35526.97
77,26749.52
694,184018.26
893,213414.36
463,122434.62
836,207554.62
153,34135.46
91,28341.98
714,178907.83
340,91840.38
570,147259.33
785,197910.25
88,30113.37
489,121489.93
87,16265.55
832,217589.63
158,38315.16
479,120617.37
470,114687.53
395,99253.6
430,109098.94
553,132689.73
621,149798.85
623,151334.61
559,139112.85
592,150165.92
79,26230.79
627,169000.83
824,206897.59
207,49494.23
210,40598.96
417,105544.78
408,101148.52
672,166214.73
599,146464.37
773,190120.89
452,114643.15
698,177710.83
903,225618.66
977,248184.86
719,186184.41
183,45284.89
750,193615.72
726,176738.24
640,161448.95
301,73334.96
255,66206.83
197,38471.23
557,145134.26
847,211509.11
579,146920.75
240,56069.18
234,66847.06
455,115473.04
266,64601.26
137,23764.34
656,162260.96
482,108903.03
323,81388.44
110,30454.19
131,36293.85
127,27460.16
757,186085.38
952,237534.75
952,235262.87
370,84200.81
601,147148.96
933,235246.62
585,143951.86
721,179074.62
315,76148.72
698,186208.66
88,22627.2
948,238118.56
157,36392.83
788,199365.78
630,157990.17
312,69293.88
445,118731.72
328,81451.08
906,229180.1
578,141326.55
383,97985.22
276,72331.1
241,52928.28
370,95107.55
391,97214.09
77,14109.63
363,99114.08
264,61333.83
67,17918.06
159,33547.43
682,164993.64
542,140795.91
861,213494.49
625,163462.28
598,147438.55
564,138721.49
319,75943.96
184,43538.5
561,143343.15
450,112933.32
544,134464.35
132,36451.03
768,194752.19
728,180602.24
694,181122.06
128,24291.21
357,91279.52
670,166885.92
75,21264.29
216,54521.78
734,184813.92
894,214556.11
592,149130.32
510,132712.38
200,46980.57
89,27230.52
849,210483.6
918,226536.22
821,202402.35
642,155395.51
389,97608.99
223,52629.83
636,156262.84
603,147328.52
146,38135.63
216,47671.24
247,64710.78
664,168510.48
489,124792.14
608,147097.07
727,182942.93
579,151267.45
563,134711.63
666,167405.52
151,32179.69
231,56382.89
770,192337.09
905,223083.41
463,111997.04
540,136280.48
265,61199.26
821,207832.36
568,150708.05
768,185610.79
618,147811.04
591,140172.1
300,72618.48
782,199790.39
802,205239.0
733,185356.43
294,74501.93
254,69879.0
537,131803.46
792,200793.85
974,253426.67
907,232919.56
85,15645.55
148,34104.54
418,114669.2
993,245371.92
964,248992.14
307,74591.62
550,136505.19
703,171160.76
769,188514.09
674,167522.94
661,166172.72
153,36237.11
528,135501.17
289,70248.39
417,93929.1
802,199462.46
340,82633.09
198,56936.88
781,199729.39
450,117466.71
547,140263.18
643,162945.84
337,86430.39
712,182614.88
183,48650.4
846,208864.98
880,212923.65
503,116316.9
274,64253.24
686,167820.16
657,163775.51
898,223883.85
949,245940.89
801,203057.65
875,215021.05
976,250857.41
967,240600.25
460,117832.58
423,108091.66
134,33702.07
133,40320.37
531,129829.11
392,98643.19
321,75740.73
55,15502.31
513,130287.52
568,142429.21
63,16090.18
52,12125.62
786,198383.19
866,219591.25
853,207191.95
536,132612.64
846,209690.87
437,112555.76
536,140042.3
217,56388.07
986,247215.72
455,109907.42
512,137308.91
181,40637.78
555,132474.44
682,174097.52
285,68692.4
72,21822.68
663,172910.69
181,43913.04
501,127529.74
323,78518.81
50,12869.83
593,147610.02
710,182300.26
215,51023.94
459,111381.38
346,85513.52
738,187814.85
902,221504.31
142,29584.82
678,175375.03
986,235386.07
145,29740.01
620,165829.98
949,228490.92
190,45311.82
366,88255.92
612,141529.77
980,239983.28
816,205325.68
652,166774.06
882,226017.23
354,86631.6
226,47252.1
664,166258.8
703,182622.46
470,125129.39
79,24662.23
191,40934.52
764,190027.25
272,69149.84
554,140460.78
909,218357.13
972,253281.07
879,226347.63
560,139986.37
52,13638.89
503,123251.79
600,156180.2
324,75213.66
410,103068.05
147,32563.22
509,127161.77
177,50094.99
216,50784.55
315,79655.33
992,247361.35
433,104577.85
906,223412.04
200,46967.49
297,65223.69
620,154216.62
267,67139.14
644,153421.27
151,35484.83
709,176121.59
990,251540.95
805,209875.83
349,89217.2
835,201864.32
97,19626.87
380,95367.37
811,200487.58
778,194300.0
284,75141.38
562,139642.24
977,256483.89
146,28611.09
824,208694.7
400,91658.65
139,30486.43
248,66207.43
149,26944.24
479,121235.47
201,44031.28
630,157150.51
775,190600.67
157,39320.4
213,55237.6
500,130293.59
867,217445.28
297,77327.86
534,133163.12
491,116036.68
863,210053.87
759,197208.68
549,131146.8
328,82952.63
573,144122.45
717,179840.37
235,63863.87
797,196022.6
878,218442.02
537,132545.61
273,56918.91
549,133446.47
595,154078.02
911,237869.38
150,42252.47
815,205692.56
323,73873.21
937,235176.84
724,181493.65
481,131955.74
598,140766.07
561,133995.13
858,220559.69
439,117472.53
260,66656.28
945,234425.0
135,36615.15
554,149389.08
529,129012.24
652,165327.05
812,201990.24
257,66097.38
344,89893.01
821,202317.07
961,245153.31
869,214788.64
674,171362.79
324,71286.24
653,167065.89
426,102063.82
834,206000.82
222,44215.33
179,43626.21
947,243391.55
649,154417.77
807,202722.66
616,143800.28
908,226249.6
53,17541.71
545,135707.38
428,110902.73
405,98738.13
517,142171.73
445,116754.46
487,122797.32
877,227809.64
590,154472.81
750,184812.98
95,26253.94
658,163020.22
98,29093.15
169,50109.35
707,169350.64
893,223845.58
810,209812.24
123,34552.03
457,116387.71
544,141375.59
322,73811.1
156,41841.08
913,234418.02
233,61097.2
394,92402.96
869,215365.82
632,158055.19
581,141154.11
718,174993.35
388,99456.08
508,135237.13
274,59073.3
739,182334.96
424,102388.18
679,177255.23
960,243615.92
720,186957.61
574,147929.01
105,32156.21
289,73683.4
324,83379.23
887,224374.09
973,243416.27
455,113775.39
717,181624.57
641,162497.83
163,41806.64
594,149403.66
163,44309.38
990,246862.1
481,114146.4
551,138779.24
420,100509.7
624,161193.28
587,143815.19
136,31498.19
818,206574.5
495,123691.52
654,169412.02
249,61204.34
411,101279.02
536,130183.89
948,231073.4
766,188868.15
133,35307.35
668,173417.81
296,78255.38
933,230397.76
566,142311.09
990,247640.3
317,85043.44
865,222827.35
514,118766.19
63,22716.69
870,209652.27
267,68115.57
283,60300.28
94,28577.95
209,50557.4
207,55132.68
829,205809.13
149,42107.16
132,24665.88
605,154299.5
202,52584.59
731,184624.96
70,20067.73
299,80424.89
238,64434.17
371,85692.77
918,230073.65
582,147276.44
843,210418.73
721,181023.68
268,69390.03
66,20285.23
565,144101.72
88,26318.98
832,217846.45
850,211463.65
750,186829.11
191,51265.51
395,98728.4
352,86306.81
179,42476.49
517,132392.19
395,101011.87
883,230077.34
225,51127.11
497,119246.73
243,61082.79
993,244328.58
386,87594.8
835,206641.48
228,67816.22
801,212684.14
693,175960.01
130,26932.16
210,48592.14
456,114463.24
230,54979.32
318,80317.29
888,222216.5
619,148627.68
538,134255.07
543,138064.97
240,58130.46
370,97233.09
409,102528.65
603,150098.57
144,36309.63
405,98544.21
650,164529.17
670,163212.94
419,116693.69
794,208644.17
345,85864.46
911,230597.63
151,40761.44
70,20473.32
132,36424.36
722,184282.04
416,107466.67
759,185821.73
603,152974.84
598,145776.93
761,192866.05
434,113181.07
382,97375.2
715,182492.4
930,233598.79
88,31245.9
96,26053.11
361,85656.91
159,37318.42
235,60922.48
973,249812.99
234,60509.78
376,95129.15
777,188660.35
159,49231.01
249,55610.73
222,47771.7
370,90148.88
565,144212.93
110,25499.89
220,51918.63
922,226388.32
196,57838.54
391,99426.34
917,233730.37
178,54786.09
708,187125.77
100,20508.01
625,157498.32
624,159937.1
334,84041.81
964,237621.21
604,137667.29
631,164479.18
305,85492.03
856,217683.33
72,17881.74
818,201736.15
110,28148.0
256,70679.1
842,213257.57
181,34367.32
926,239517.59
925,234642.53
50,7139.87
601,153208.01
326,82539.57
808,203021.28
988,241959.95
187,45443.87
371,84690.41
578,150630.05
685,166964.92
958,245111.16
652,166072.27
295,71769.83
545,132507.23
525,132297.06
162,45924.75
175,47814.54
315,81576.32
290,71684.37
997,253330.97
187,39036.87
295,74980.9
287,71793.94
352,81882.28
570,140751.83
95,32211.31
422,108355.09
920,234695.47
173,41020.68
117,20852.18
926,239005.6
487,118086.72
551,136101.14
373,86506.35
693,180212.22
410,104153.25
434,107840.68
798,202566.82
774,191649.62
620,151976.5
714,172594.36
954,231954.07
842,215854.68
643,167089.06
504,117521.67
799,199493.92
459,115277.7
873,214999.73
98,20424.75
626,157006.9
750,184016.55
570,142660.28
443,105349.06
929,229331.16
444,109616.82
145,34579.98
134,39230.54
85,18488.98
465,120963.66
644,146121.19
724,181010.29
775,183276.31
949,243416.76
270,77623.78
879,219569.47
368,100612.32
528,128015.4
441,115162.43
168,46229.13
637,158483.41
118,29455.1
494,125161.01
143,36779.33
368,93720.53
366,102197.19
916,239024.2
342,89742.22
815,214089.99
565,135771.84
105,30367.15
604,155310.08
326,79441.02
619,165532.17
811,210838.28
193,50929.53
358,85957.9
67,9069.81
874,213334.27
400,108194.49
215,52385.34
940,240765.74
593,150077.42
161,30126.48
274,67196.23
836,204210.29
901,229413.98
865,220690.29
123,29826.77
203,58454.12
159,45160.24
387,94610.22
990,250228.69
556,135040.25
222,53820.24
832,211047.3
195,49043.58
848,204916.33
448,114081.91
151,36157.5
576,140015.21
298,69025.49
626,155533.82
534,134774.83
410,101345.32
223,57281.04
892,221690.93
407,104706.17
961,239514.92
488,113822.16
79,13753.26
526,128870.56
602,156801.07
116,24223.24
537,136215.29
834,210533.53
587,140665.51
167,40400.94
890,223273.02
770,191102.22
406,104334.4
297,76893.98
144,37058.57
363,95338.35
656,163981.49
508,127566.6
151,39163.24
775,188258.48
180,47900.95
425,103183.61
943,234684.83
930,235234.09
461,117483.95
529,125144.84
693,166190.44
985,241269.42
151,38756.06
106,33032.84
242,58091.79
480,115292.36
816,199314.89
513,130435.76
211,58125.9
990,252588.77
81,16875.35
221,47662.92
146,36918.72
188,54409.17
341,87409.43
190,40711.91
362,90164.0
714,173451.71
247,63399.48
470,117285.2
907,225386.62
181,42096.25
414,105630.01
587,152719.96
515,136841.06
318,81566.85
121,36603.03
996,243943.9
352,86323.84
430,102707.7
466,114057.7
257,59121.37
219,62893.54
792,196136.09
945,235542.95
336,76270.61
217,44213.37
264,74498.29
165,40054.92
193,59720.26
361,89497.65
379,88530.45
597,149358.49
272,68370.12
285,71967.63
913,227902.43
518,121932.02
897,216575.97
745,192068.05
291,82585.36
353,86813.07
542,126352.62
769,198267.8
619,150511.2
832,209737.72
960,237378.69
198,47028.86
625,151934.4
518,136483.65
184,48260.05
869,218904.66
68,17189.65
942,237425.45
647,155826.85
735,186363.87
599,155796.52
190,48598.81
349,91580.9
455,111717.2
760,192046.81
549,135314.09
84,12764.49
692,171824.24
788,202629.29
416,97329.28
705,184410.63
478,116742.2
705,179063.08
755,196341.11
407,110888.7
898,232541.44
727,177956.88
73,23969.31
483,117782.54
264,61303.72
413,100316.6
516,135322.57
874,216150.34
285,67356.3
172,51006.94
617,153569.12
647,165018.16
514,123794.96
883,218773.5
127,30739.46
653,160356.89
382,95092.99
297,69805.75
663,165371.88
386,102199.58
122,22135.95
879,219091.25
793,195845.78
575,140860.62
755,198514.12
283,77982.0
237,56801.99
326,74723.32
468,124604.77
591,149755.34
472,112224.56
74,13947.44
477,119775.87
236,67774.64
792,196161.52
404,103269.48
183,42794.49
180,47369.39
981,237099.75
161,43443.23
928,233207.55
690,168374.59
467,99992.57
626,164626.58
75,10051.5
579,151058.9
981,241117.62
695,175654.88
764,194073.07
815,212027.06
989,241830.33
601,150053.11
79,14930.01
639,154528.96
891,223216.29
810,206701.05
336,96430.48
491,121649.8
488,121649.32
213,53224.32
384,96817.68
463,117008.9
609,146473.57
639,145978.9
672,166650.15
392,107803.66
834,208863.33
332,82336.33
413,103140.11
303,72255.47
496,123503.04
687,171976.34
447,111950.06
971,243307.76
220,55513.74
252,62689.47
535,139428.06
690,181971.55
329,73803.66
453,110470.39
505,115156.79
57,16740.39
847,217984.81
431,108307.44
67,17360.56
551,134867.75
894,224439.5
171,42375.48
543,141170.37
175,53949.57
928,239787.6
789,208579.78
644,164269.22
446,113186.68
538,134421.57
481,122110.11
237,60941.34
203,57371.89
173,42363.22
954,233267.99
915,228598.54
358,84883.9
656,162928.12
171,34127.61
923,230931.01
120,25588.95
954,242227.25
153,36358.78
715,169173.05
805,199217.53
420,104582.58
722,182162.54
210,55154.89
938,230469.89
741,181441.93
729,182105.15
437,110769.92
461,117613.99
103,30506.62
501,116869.64
800,204851.04
915,232843.7
610,156750.73
921,229138.03
929,233524.08
695,176213.57
850,211577.78
182,50257.05
195,42842.35
180,48598.74
403,103223.02
683,178347.63
563,150442.86
114,27541.44
852,220690.5
484,122517.07
885,222907.82
84,22976.74
377,87557.82
477,124926.52
846,204560.99
981,247771.78
383,83221.54
347,85664.64
162,40448.03
143,38946.44
675,176004.05
568,141622.47
446,105268.23
583,143509.95
106,27681.5
222,56273.24
743,177054.63
51,10187.7
505,123583.77
874,217462.05
518,132501.81
167,37805.6
645,166583.77
892,226693.58
851,202291.69
605,149160.53
630,158559.81
614,161053.65
545,130257.04
911,219128.35
850,213617.34
381,90214.73
561,139884.06
886,217853.43
690,177104.68
212,56714.22
300,71967.87
586,154054.4
693,173568.05
378,96152.95
167,38438.79
418,100815.76
797,206915.63
164,41579.86
686,172635.75
244,58442.81
655,165113.85
773,193339.45
688,171909.59
187,55003.16
709,177918.76
345,80589.83
124,33491.12
64,14159.57
421,100180.23
205,47675.15
925,236698.87
84,15860.66
568,137111.68
231,58064.02
219,53109.17
546,131597.36
343,90349.47
772,190888.71
881,213774.81
106,27993.38
413,107322.48
974,245851.43
685,174541.3
755,191957.98
644,159662.41
762,188180.14
813,199892.21
951,237715.52
386,88320.83
51,6974.99
472,124642.54
951,242234.11
831,208524.99
802,208138.55
523,132661.84
195,48887.75
375,86979.51
637,157862.54
279,74646.42
967,244551.89
895,233537.02
318,79620.45
634,145703.14
931,234674.26
667,154505.7
785,193855.78
571,147216.24
844,219419.34
831,202576.47
314,80493.84
698,182378.29
267,67231.31
273,65170.73
410,111734.78
340,89959.47
203,51083.52
730,174856.02
414,101718.26
155,35099.47
682,161910.63
628,163746.62
847,214615.71
334,79950.55
645,158324.77
885,218958.41
575,138757.72
926,245736.66
229,53670.19
88,20389.27
326,78060.92
888,213038.1
561,134087.32
55,19048.77
232,56370.24
601,152322.9
759,192034.38
714,180797.23
437,105781.16
813,211697.37
790,202105.96
522,132880.77
515,130005.49
979,237862.72
138,38647.2
583,145090.18
361,86198.88
351,82644.42
169,47162.48
745,179267.4
767,189753.18
508,127800.02
972,242260.27
139,36832.45
165,47123.24
724,184093.37
449,112573.33
549,135018.35
665,159082.55
709,176929.11
832,206126.42
159,42390.81
249,61569.76
841,215448.0
274,66298.89
641,157452.36
812,205114.47
269,67787.55
861,217149.24
703,175090.96
122,30630.31
927,230267.85
766,192164.45
484,127181.15
967,239204.18
783,192719.59
721,181847.87
641,159323.47
164,48062.95
74,21998.52
226,60776.58
328,86726.49
342,82217.91
269,67813.06
52,16386.66
877,219272.88
364,86515.26
456,118642.02
594,147627.26
743,187261.02
600,152911.37
202,58063.35
112,29020.98
138,24419.5
152,38911.02
902,226906.8
552,129658.89
748,194362.48
208,38761.46
610,155397.58
783,188095.16
408,107343.73
749,190072.5
814,210874.14
926,234091.39
539,136520.84
241,58611.64
293,64574.01
983,256652.06
632,155579.67
908,228687.88
126,27383.6
782,190135.1
904,226297.66
825,208330.74
830,216287.1
843,215780.12
955,240155.85
782,195199.81
140,36723.39
617,152943.14
437,110545.11
667,162771.0
336,81230.09
834,208242.81
953,239867.83
485,120657.09
854,214465.55
942,230938.22
965,235244.78
96,23750.24
356,80566.99
163,45049.87
107,19876.48
93,21296.85
403,103265.44
280,74579.59
828,210210.27
61,17675.84
443,123612.21
766,186233.25
615,155317.99
595,151914.69
809,204033.16
463,113428.2
960,242724.81
551,140125.12
697,180471.66
279,72116.59
405,91749.53
473,122195.96
549,135242.99
327,80798.68
822,199783.28
529,132931.93
69,27120.2
264,71334.85
793,192325.98
543,134751.63
167,46793.41
610,151603.75
680,159764.19
485,118519.58
499,131652.42
708,184535.49
779,193866.72
789,195877.75
447,100278.03
312,77519.79
385,93395.26
571,133282.11
924,226233.22
711,171196.94
779,195039.93
182,53254.31
253,62487.3
553,139557.08
585,158563.04
704,166475.44
905,227208.87
265,71971.82
283,72313.55
971,234616.88
616,163643.39
403,104945.03
451,114093.09
732,176090.76
534,144955.84
439,112683.78
222,57729.41
842,213427.9
556,143790.27
193,48820.77
296,73410.14
489,111038.98
590,143574.6
369,102153.02
434,104347.53
685,169765.36
734,177735.7
283,73298.41
414,102219.98
587,145293.2
646,157496.6
611,154836.5
547,144109.26
716,170537.63
661,163732.52
468,116189.05
641,156431.57
590,153283.47
184,51846.3
111,28897.76
120,26606.4
944,241739.04
851,211275.01
993,253142.69
694,185714.84
166,41502.59
559,140540.56
569,138759.35
249,67344.32
604,152055.94
741,178962.22
891,219181.0
818,214292.14
599,148522.38
824,200519.84
386,97437.53
233,55594.35
545,135323.97
479,122456.36
329,83941.36
852,213171.53
762,187435.15
91,13846.16
349,96853.65
565,150553.62
413,103370.91
168,46173.35
126,31338.15
841,206388.44
888,222368.6
964,241704.39
172,50447.15
908,227475.17
483,129273.19
451,111946.09
399,96915.3
717,186697.17
462,122473.57
378,94884.71
152,39711.61
920,231426.35
390,98556.74
990,245642.14
663,177729.94
952,236000.26
94,26280.27
394,99451.85
459,102160.61
549,137839.01
631,156342.51
98,21717.28
168,36805.7
901,234264.19
451,107185.23
517,128292.98
857,211636.92
579,139462.54
96,27837.54
50,14724.08
210,50010.22
344,81398.2
673,170870.18
72,20179.69
805,200523.91
319,86933.83
525,139102.99
814,200958.14
989,257691.79
342,84123.65
632,156688.35
637,162815.27
548,138739.36
726,181663.13
536,124424.33
461,107269.77
428,100580.54
824,206052.76
670,164908.53
938,232612.03
741,183769.11
561,145137.9
706,180370.0
751,185670.63
214,51977.78
63,11434.19
540,133318.4
293,79746.72
484,125594.97
872,219915.8
618,149135.87
53,12985.38
263,63826.65
98,23731.14
130,36451.47
596,154388.56
927,243982.5
230,53010.92
721,186401.33
919,229066.69
426,102930.38
528,142866.41
266,75306.79
315,77344.81
812,199387.69
674,159701.91
239,66022.49
51,2516.1
624,155272.44
524,126532.58
509,134219.19
681,179473.8
806,192980.27
449,112657.83
833,209599.44
180,43559.53
266,63293.9
579,152572.43
280,67385.11
859,224662.85
281,66940.13
465,120109.72
173,47426.56
611,149435.45
226,47608.74
564,136703.8
121,24352.96
421,109369.68
174,41604.08
432,114870.14
54,16364.12
234,57537.57
133,33668.95
989,240614.38
714,177528.28
759,190467.64
781,193328.42
72,15186.11
955,243777.56
699,170033.76
210,55423.93
122,36000.75
963,243223.77
756,182978.83
146,37070.48
635,163217.32
588,145556.24
212,48732.38
111,23307.55
451,114359.46
312,76337.75
248,58909.72
263,55256.1
827,215766.43
557,137678.55
76,23070.37
629,163941.94
244,78028.22
488,125409.44
865,217925.79
924,223251.11
372,82865.78
394,86565.19
971,241903.33
985,241259.92
888,219572.03
863,222936.83
659,167333.79
251,62680.91
500,125978.03
809,198766.77
397,96856.01
60,8085.05
484,124886.88
81,29103.44
889,229057.85
197,49374.11
694,178283.9
943,238470.9
986,247363.84
318,81260.24
764,184408.69
683,168349.48
147,33338.83
285,63690.28
692,175884.43
960,243511.81
813,190577.03
301,75176.32
914,226804.77
617,151127.93
941,227011.23
988,247303.83
810,202593.57
251,60865.02
298,78542.86
863,219574.3
422,96184.73
225,60063.87
154,33720.71
294,72135.91
274,76741.6
914,228283.82
981,250387.67
712,176731.31
488,126681.89
360,89728.31
558,138155.25
103,26364.08
430,101906.03
370,89922.65
268,70055.17
868,221189.94
977,239692.38
518,138114.94
797,208288.28
945,231627.15
453,110969.91
396,98847.53
725,187322.58
538,137365.16
849,210718.96
408,95681.7
106,16716.52
590,148928.99
991,256852.05
136,34019.06
427,108825.9
980,246054.24
128,23805.71
412,110856.13
357,85310.15
960,236000.58
138,36832.34
740,181408.11
336,77483.17
645,166089.4
272,68639.59
705,181046.81
213,51410.1
344,83726.29
700,176263.14
709,179007.55
361,87039.44
802,196692.44
804,205533.97
523,132419.32
219,56123.83
96,14124.86
55,15040.03
926,233360.83
596,147399.91
953,241072.79
120,26535.95
342,87213.54
227,49124.36
172,47521.81
806,197639.26
961,242422.04
570,148716.44
892,227936.34
774,195652.53
877,223359.48
612,160471.49
863,216351.18
376,98851.32
957,233357.15
625,152644.6
932,240533.23
793,197009.61
582,142877.47
54,12071.87
55,10190.14
92,22147.8
331,77505.19
910,224658.99
615,154143.03
945,244112.17
180,44776.83
700,166373.28
264,71030.32
74,22528.96
957,235279.26
626,160446.76
309,76592.39
485,128471.21
432,119938.81
759,191741.89
467,120589.12
524,139014.67
158,44307.12
577,146524.38
764,190453.79
703,170078.77
919,228364.14
674,167320.06
635,158857.66
614,144335.88
167,39948.37
235,57454.97
624,149036.13
190,49530.69
350,92133.23
275,68729.42
274,62291.29
232,57483.73
210,56166.94
111,31242.67
984,245766.92
446,113549.33
642,157324.61
890,226225.3
446,109455.18
65,12428.45
278,74259.67
487,122416.9
463,116161.29
984,248668.6
658,164161.87
409,97590.58
881,219126.47
887,214302.45
701,181112.37
179,39204.34
978,254217.96
704,172054.81
898,227581.79
741,194639.56
212,54306.71
400,98389.36
527,131911.79
684,166673.33
87,11620.15
347,89730.75
926,221368.69
281,63407.99
898,224787.95
813,199951.25
568,144453.1
617,162245.07
950,236219.97
217,51210.3
878,228342.08
780,198417.58
114,33119.28
243,64972.93
501,124017.18
654,161620.71
902,220745.39
219,58383.55
980,246927.06
787,199979.79
280,60643.26
330,87153.94
55,11452.53
313,67751.27
980,238504.49
102,22994.1
68,13416.32
314,78563.74
210,54792.68
825,205677.65
855,211387.67
209,52959.44
72,18779.12
211,59093.8
392,94945.95
991,247194.58
465,124489.18
434,102402.46
56,12175.0
924,226427.92
929,225979.4
585,147376.38
179,51401.95
816,214488.43
305,76039.61
299,77274.1
963,243457.21
388,95969.82
667,173153.08
405,100427.5
361,95679.56
909,225467.26
532,127234.59
81,14795.79
638,151407.7
887,228067.38
142,41885.94
571,139178.41
940,229662.13
985,242368.12
891,223640.07
83,16070.59
901,227999.35
672,166479.46
338,89918.74
393,101622.29
658,158889.7
557,132947.29
362,91538.03
711,176840.49
993,254620.19
253,65199.34
271,65461.23
81,28657.4
686,169356.35
669,160557.18
772,191971.09
478,115471.35
51,17686.55
556,133353.51
511,131995.28
232,56697.52
108,19075.96
338,86631.71
145,42182.53
554,139012.43
811,201796.13
666,175793.48
260,70999.65
831,211606.23
507,116696.22
620,151510.78
832,206931.86
976,246315.61
78,23980.04
252,57792.63
161,43147.41
414,97677.7
172,46554.54
762,184985.18
352,94212.67
746,187771.62
619,152829.62
910,229018.08
304,72727.28
278,69613.03
390,92509.35
976,245483.43
614,152237.42
391,96718.1
881,220040.21
805,196802.68
387,107139.45
307,75728.99
109,32743.87
278,63677.41
389,85979.51
481,121535.96
865,221579.94
167,47825.8
949,241918.61
75,17694.01
389,100129.54
711,174567.38
220,51940.24
302,76595.14
581,146435.28
398,96849.41
353,89162.19
426,112207.13
400,95566.11
622,158865.45
200,43179.22
797,190845.84
878,221013.54
279,69427.04
385,96826.64
752,188495.55
324,85779.64
764,193659.57
253,65591.82
277,76166.89
318,84015.54
947,237647.62
228,62278.25
892,221621.03
306,75253.25
730,189073.26
955,237613.77
564,143024.28
57,16008.74
385,97025.35
981,254252.86
668,166384.53
89,31116.0
984,240622.42
480,119763.23
936,232801.34
749,191124.1
825,199464.28
379,96658.76
292,77623.98
214,51864.03
529,129143.24
332,79930.17
144,38471.57
180,37071.61
984,239457.75
823,206166.87
258,67421.27
571,144126.04
974,246506.26
590,142265.08
709,168508.47
896,228414.41
627,150411.45
530,135074.62
573,134105.56
574,146884.03
413,103241.35
472,123204.42
984,249961.39
663,164024.7
734,180763.13
262,67080.54
218,51992.18
257,47866.08
908,225596.22
476,114697.13
623,153073.72
948,238486.01
570,148705.49
989,256438.25
686,173948.13
723,177774.68
68,21846.84
535,126195.08
907,223296.34
136,32851.86
579,135123.59
286,72734.43
223,51639.11
153,39475.74
986,245171.6
286,67293.4
687,166754.23
610,152257.99
151,41374.29
997,252719.78
635,160217.53
220,57862.92
187,47121.61
646,158211.04
727,188772.05
87,18474.3
992,255879.6
440,113181.54
810,201234.99
829,200826.22
869,218934.13
666,166262.26
466,122567.02
909,222057.63
73,23534.69
481,127624.33
336,80403.27
131,36439.85
304,83018.43
584,152805.23
376,99262.71
547,145349.17
633,158583.68
679,169525.71
448,119846.39
599,137952.13
205,49826.21
908,222918.16
176,44208.98
326,83585.03
76,21935.63
992,248392.04
617,155111.93
686,176346.16
923,227893.05
959,238027.12
70,12923.25
575,143685.49
290,64391.99
156,45498.27
631,161728.94
765,186340.41
589,153426.35
930,231169.84
270,63994.53
982,247368.22
663,157494.29
116,27268.23
685,173114.84
850,221412.78
291,66386.89
573,137286.91
445,110049.5
252,61382.8
269,71170.54
740,192614.83
468,122135.88
275,66543.49
263,73007.25
408,101615.81
550,140093.31
520,132095.37
829,209486.84
68,21369.33
400,104028.02
364,94628.23
934,230876.85
830,203155.47
836,212721.68
725,182923.93
263,70143.11
541,132937.51
271,71458.04
949,235733.41
318,77674.9
133,39118.0
792,203498.7
951,238843.02
93,21517.79
637,158834.94
926,232238.13
898,222562.29
953,239859.62
210,49971.84
797,207017.29
426,96585.04
357,86081.59
920,233864.96
166,49384.86
651,159758.37
388,95848.37
830,209797.92
937,236747.38
815,204429.25
699,178653.32
979,246229.21
656,165580.47
716,186841.64
756,188170.08
989,246043.11
374,91979.43
54,10550.8
470,116923.67
120,26923.31
153,40558.26
105,28625.41
356,90208.95
873,220243.04
545,140310.37
219,49622.96
190,48864.13
83,28782.12
405,98591.6
467,129281.41
102,23987.07
52,14241.17
379,96211.42
811,195594.4
668,163002.57
660,168302.38
854,212340.31
741,180902.02
695,179828.7
198,51043.81
555,138043.34
350,98922.41
182,40501.48
308,71835.57
325,79260.64
765,192644.71
110,29760.22
980,241363.61
721,173289.7
196,51920.26
704,173791.38
891,222789.92
874,218931.51
715,183531.82
887,219186.76
545,144193.79
672,167266.83
651,156039.13
947,231709.76
610,147235.03
993,244608.34
465,117540.78
180,50030.69
772,181893.06
277,73724.94
965,248316.25
814,213756.32
143,37848.59
726,172608.73
670,160780.81
965,245711.66
621,155716.6
147,33599.91
236,51539.54
797,193867.29
642,163124.35
603,153145.82
712,182831.6
474,125099.3
634,154111.56
588,151614.22
642,156790.39
794,197875.04
223,52087.06
834,212350.43
674,165602.02
947,239988.16
811,205144.06
812,208694.22
576,146922.34
935,243095.73
534,130287.17
218,58474.93
634,160506.2
831,203977.2
825,211033.63
893,227504.87
952,234774.9
628,148641.84
971,242228.01
820,201571.5
479,120564.63
181,45304.88
173,52157.79
785,192561.88
223,58708.59
831,200991.19
436,104104.69
190,45287.45
697,170023.09
489,124431.71
791,197610.24
947,240873.06
663,160618.74
421,106143.63
863,212029.56
336,90361.63
140,29869.29
258,55711.63
596,146065.75
623,150142.67
991,248465.99
201,53159.4
626,160148.88
270,56822.71
907,230361.37
349,88385.8
404,104507.5
612,157397.26
669,164164.7
905,221725.91
735,185387.7
850,217324.25
241,53991.44
459,115066.17
406,98906.04
728,179388.06
293,71301.26
816,207275.16
107,29643.83
932,228559.8
75,11881.08
535,139122.24
166,45512.2
291,78942.99
279,72488.97
892,229665.2
814,191920.1
142,34920.01
270,64030.17
